"Change
Ind.","Valid
From","Valid
Until",ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date","Special Event and 
Crisis"
AMD,19 MAY 2025 [2505],UFN,ED3711,,,,EDUUUTA,"NOT AVBL FOR TFC
1. DEP EDDV EXC
    a. VIA (WERRA DCT (DEMAB, LAMOP)) AND-THEN NOT VIA TEDGO
     WERRA AND-THEN
        i) VIA (WERRA DCT LAMOP)
        ii) VIA (WERRA DCT DEMAB DCT OSBIT)
        iii) VIA (WERRA DCT DEMAB DCT COSJE DCT DINKU M867 XERUM)
    b. VIA (ASBON DCT ELVET)
    c. VIA (POVEL Z94 GALMA) AND-THEN 
        i) VIA (GALMA M736 RELKO)
        ii) VIA (GALMA T703 NAMUB)
    d. VIA (POVEL Y800 TADUV Z21 OSTRA DCT (MAREM, OMELO))
    e. VIA (POVEL L986 MAG Z20 ESIKA)
    f. VIA (POVEL L986 KOSIXBOLBO)
    g. VIA (CEL Q282 BKD L619 VIBIS)
    h. VIA (CEL Q282 BKD P12 KUBAB)
    i. VIA (BKD M726 TAGOB)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
DCTs in option 1.a. refer ANNEX3B (H24, above FL225). Option 1.b. refers to RAD ANNEX 3B (FL265-660, H24, but limited during day above FL385).
Option 1.d.: DCTs refer to EDUUFRAE (H24, FL315-660)",,"(EDUUUAC, EDWWACC,EDMMACC)",ED,15 MAY 2025,
AMD,2506 [12 JUN 2025],UFN,ED3711,,,,EDUUUTA,"NOT AVBL FOR TFC
1. DEP EDDV EXC
    a. VIA WERRA AND-THEN
        i) VIA (WERRA DCT LAMOP)
        ii) VIA (WERRA DCT DEMAB DCT OSBIT)
        iii) VIA (WERRA DCT DEMAB DCT COSJE DCT DINKU M867 XERUM)
        iv) VIA (WERRA DCT DEMAB DCT COSJE DCT DINKU (DCT, L603) BESNI)
    b. VIA (ASBON DCT ELVET)
    c. VIA (POVEL Z94 GALMA) AND-THEN 
        i) VIA (GALMA M736 RELKO)
        ii) VIA (GALMA T703 NAMUB)
    d. VIA (POVEL Y800 TADUV Z21 OSTRA DCT (MAREM, OMELO))
    e. VIA (POVEL L986 MAG Z20 ESIKA)
    f. VIA (POVEL L986 BOLBO)
    g. VIA (CEL Q282 BKD L619 VIBIS)
    h. VIA (CEL Q282 BKD P12 KUBAB)
    i. VIA (BKD M726 TAGOB)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
DCTs in option 1.a. refer ANNEX3B (H24, above FL225). Option 1.b. refers to RAD ANNEX 3B (FL265-660, H24, but limited during day above FL385).
Option 1.d.: DCTs refer to EDUUFRAE (H24, FL315-660)",,"(EDUUUAC, EDWWACC,EDMMACC)",ED,04 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,ED3723,,,,EDUUUTAE,"NOT AVBL FOR TFC
1. ARR EKCH 
EXC VIA
1. 
    a. VIA (PENET T298 KOSEB
2. )
    b. VIA (MASOR M725 LABES T298 KOSEB
3. )
    c. VIA (GEVNI T239 PEROM T298 KOSEB
4. )
    d. VIA (BAKDO DCT KOSEB
5. )
    e. VIA (NOBRI M726 ROSOK Q296 NIKDA
6. ()
    f. VIA (BKD, SOGMA, BOLBO) AND-THEN VIA (LUWIL DCT BERIM
7. )
    g. VIA (USEDU DCT BINZE Z14 BANKU DCT KOSEB)
    h. VIA (USEDU Z14 BANKU DCT KOSEB)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace. 
Note, option 4 refers to RAD ANNEX 3B DCT (FL195-660, H24 and is limited in utilization of the DCT for some FRA points ).
Option 6f to circum-navigate EDWWMRZ sector, listed DCTs refer to EDYYFRA (H24, MIN FL245)
Option 7g, h: Annex 3B DCT refers",,"(EDUUUAC,
, EDWWACC)",ED,04 JUN 2025,
AMD,06 JUN 2025 [2505],UFN,ED3741,,,,"(EDUUDON1D, EDUUISA1I, EDUUALP1L, EDUUERL1R)","NOT AVBL FOR TFC
1. ARR LOWL
 EXC VIA
1. 
    a. VIA (TULSI N871 BADVI L725 UNKEN
2. )
    b. VIA (DINKU DCT BESNI L605 BIBAG Q104 AKIMA
3. )
    c. VIA (ARMUT T703 DEXIT)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
(LoA and OLDI requirement, listed sectors above FL315)",,"(EDUUUAC,
, EDMMACC)",ED,05 JUN 2025,
AMD,06 JUN 2025 [2505],UFN,ED3742,,,,"(EDUUALP1L, EDUUCHI1K, EDUUDON1D)","NOT AVBL FOR TFC
1. DEP LOWL
EXC VIA
1. TRAUN L856 KPT
2.  EXC
    a. VIA (TRAUN L856 KPT)
    b. VIA (MANAL M736 LIZUM 
3. )
    c. VIA (GONBA L610 UPALA
4. )
    d. VIA (LALIN L604 RUDNO)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
(to respect LoA and OLDI requirements; listed sectors above FL315)",,"(EDUUUAC,
, EDMMACC)",ED,05 JUN 2025,
AMD,06 JUN 2025 [2505],UFN,ED3743,,,,"(EDUUALP1L, EDUUCHI1K, EDUUDON1D, EDUUISA1I, EDUUERL1R)","NOT AVBL FOR TFC
1. DEP LOWS
EXC VIA EXC
    a. VIA (TRAUN L856 KPT L608 KUNOD
    b. )
    b. VIA (TRAUN L856 RAVED
    c. )
    c. VIA (TRAUN L856 KONIN DCT AMEXO DCT BABEG 
    d. ) 
    d. VIA (GONBA L610 UPALA
    e. ()
    e. VIA (NENUM DCT EPTEU (DCT, L604) RUDNO), () AND-THEN 
        i) VIA (RUDNO L132 AGNAV)
        ii) VIA (RUDNO M736 AKOSI)
        iii) VIA (RUDNO L604 RODIS)
        iv) VIA (RUDNO T203 TIVDA)
    f. VIA (LALIN L604 RUDNO) AND-THEN 
        i) VIA (RUDNO L132 AGNAV
        ii) RUDNO M736 AKOSI
        iii) RUDNO L604 RODIS
        iv) )
        ii) VIA (RUDNO M736 AKOSI)
        iii) VIA (RUDNO L604 RODIS)
        iv) VIA (RUDNO T203 TIVDA)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes allowing transition to upper airspace. Listed sectors are above FL315.
Option 3 1. c. subject to AUP-FUA restriction EDR307CZR/407CZR. 
Note, listed RAD DCTs in option 3 1. c. FL245-FL660 and option 5 1. e., 1. f. FL105-660, H24.",,"(EDUUUAC,
, EDMMACC)",ED,05 JUN 2025,
AMD,06 JUN 2025 [2505],UFN,ED3744,,,,"(EDUUALP1L, EDUUCHI1K, EDUUDON1D, EDUUISA1I, EDUUERL1R)","NOT AVBL FOR TFC
1. DEP LOWI
EXC VIA
1. KPT L856 RAVED
2. KPT L608 KUNOD
3.  EXC
    a. VIA (KPT L856 RAVED)
    b. VIA (KPT L608 KUNOD)
    c. VIA (KOGOL M726 ERNAS
4. )
    d. VIA (KOGOL M726 MAH L132 MAMOR)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes allowing transition to upper airspace. Listed sectors are above FL315.",,"(EDUUUAC,
, EDMMACC)",ED,05 JUN 2025,
AMD,06 JUN 2025 [2505],UFN,ED3745,,,,EDUUUTA,"NOT AVBL FOR TFC
1. ARR EDDN
 EXC VIA
1. 
    a. VIA (LOKTA DCT TEDGO N869 LETKU
2. )
    b. VIA (LADOL DCT TEDGO N869 LETKU
3. )
    c. VIA (ETOLU Z723 KOMIB
4. )
    d. VIA (MAG M736 GALMA 
    ) & BLW FL305 AT GALMA
5. 
    e. VIA (PIKIB Z715 KULOK
6. )
    f. VIA (TADUV L87 TOGRO T202 TABAT Q244 NIBIL
7. )
    g. VIA (BRENO M726 MAH)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace to ensure LoA and OLDI requirements.
DCTs or routings in option 1-3 refer to EDUUFRAW (H24, above FL245), but 2 is timely limited by LSED1128 (night only). 
Route option 4-6 refer to EDUUUTA sectors above FL315.
Note option 6 is timely limited (see ED2009).
Option 7 is limited by EDLI1004 (during summer below FL305) and for further downstream routing see ED3983.",,"(EDUUUAC,
, EDMMACC)",ED,05 JUN 2025,
AMD,06 JUN 2025 [2505],UFN,ED3746,,,,EDUUUTA,"NOT AVBL FOR TFC
1. DEP EDDN EXC
    a. VIA (GUPIN N869 TEDGO) AND-THEN VIA (NATOR, SONOM, TITIX)
    b. VIA (EDUDU Y101 OSBIT L984 LOHRE (L984, DCT) BOMBI DCT (BETEX, NOSPA, OBIGA, IDOVI))
    c. VIA (EDUDU Y101 OSBIT) AND-THEN
        i) VIA (OSBIT L984 LOHRE DCT ADKUV)
        ii) VIA (OSBIT DCT TEKTU DCT TESGA DCT UMUPU T880 ADMUM)
    d. VIA (SULUS L604 MASEK) AND-THEN VIA (MAPOX, ELNAT, BERXO) & ABV FL245 AT BIBEG
    e. VIA (ERETO DCT LONLI M726 LASTO)
    f. VIA (ERETO Z715 ABKIS L132 EKPEK)
    g. VIA (RODIS L604 LAMSI)
    h. VIA (AKANU L603 LATLO)
    i. VIA (AKANU L603 OLETU Z106 BAVAX M867 RADIZ)
    j. VIA (AKANU L603 OLETU Z106 MANAL M736 LIZUM)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace ensuring LoA and OLDI requirements.
For listed DCTs in option 1.b., 1.c. EDUUFRAW refers (H24, above FL245) for option 1.e. see RAD ANNEX 3B (H24; 065-315)",,"(EDUUUAC, EDMMACC, EDGGACC)",ED,05 JUN 2025,
AMD,2506 [12 JUN 2025],2506 [09 JUL 2025],ED3747,,,,EDUUUTA,"NOT AVBL FOR TFC
1. ARR EDDS EXC
    a. VIA (PITES  M150 KRH T128 BADSO)
    b. VIA (ODVUX, MATUG, ROPUV) AND-THEN VIA (EMGOD L607 UBIDU L984 RUDUS Z738 UBENO N850 KRH)
    c. VIA (DODEN DCT TABUM DCT FFM DCT UBENO N850 KRH)
    d. VIA ((BERXO, ELNAT) DCT SILWE DCT OSBIT P605 TOSTU)
    e. VIA (WERRA DCT DEMAB DCT OSBIT P605 TOSTU)
    f. VIA (SULED DCT BAMKI Z94 GORKO T726 TOSTU)
    g. VIA (PIKIB Z715 ANELA)
    h. VIA (ERKIR AND-THEN VIA (DCT KPT L856 RAVED) & BLW FL345 AT (ERKIR DCT KPT)
    i. VIA (UNIMI L12 MOGTI P66 KPT) AND-THEN
        i) VIA (KPT P66 DITBA)
        ii) VIA (KPT L856 RAVED)
    j. VIA (SOTOV P66 KPT) AND-THEN
        i) VIA (KPT P66 DITBA)
        ii) VIA (KPT L856 RAVED)
    k. VIA (BRENO M726 MAH L173 RIDAR)
    l. VIA (TITIG L173 RIDAR)
    m. VIA (KIRDI DCT EBEDA L173 RIDAR)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For Option 1.c. DODEN DCT TABUM, EDUUFRAW (MIN FL245) refers. RAD ANNEX 3B referes  also for DCTs towards FFM FL245-660, FFM DCT UBENO MNM-FL275) and  in 1.f. RAD ANNEX 3B (MIN FL245, H24). For Option 1.d. EDUUFRAW (H24, MIN FL245) refers. For option 1.e. RAD ANNEX 3B refers.
Note: route Options 1.l., 1.m. ( via TITIG and KIRDI) are calculated below FL315 by PTR",,"(EDUUUAC, EDMMACC,EDGGACC)",ED,04 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,EGEB1000,L9,KONAN,BIG,,"ONLY AVBL FOR TFC
1. ARR (EGMD/TO 
, EGTO)
2. DEP (BRUSSELS_GROUP 
    WITH, EBOS) AND-THEN ARR (EGHF/, EGHH/, EGHI/, EGHR)
3. DEP/OVERFLY EB
    eng-type Piston
    Not above FL105 in EG/ EB** & ENG-TYPE (P) EXC ABV FL105 IN (EG, EB)
4. XNG (ED, EH, LF) - EB BDRY & ENG-TYPE (P) EXC ABV FL105 IN (EG, EB)",H24,S,"To facilitate traffic at low levels
1. Allowable ARR due to proximity to UK boundary.
2. Standard traffic orientation for low level EGHF/HH/HI/HR inbounds.
3. To provide low level alternative routeing for single engine piston a/c to avoid lengthy routeing across water.",,,"EG,EB",10 JUN 2025,
AMD,23 JUN 2025 [2506],25 JUN 2025 [2506],EGEH1014,,,,ENZEN,"ONLY AVBL FOR TFC
1. ARR (BELFAST_GROUP, MANCHESTER_GROUP, MIDLANDS_GROUP, EGCN, EGNE, EGNH, EGNJ, EGNM, EGNO, EGNS, EGNT, EGNV, EGSH, EGYD, EGP*, EGQ*, EI)
2. ARR NAT_GROUP & VIA (BAGSO, WETFI)
3. VIA (ENZEN DCT KUBAX N866 BUKUT)
4. VIA (ENZEN DCT KUBAX Z150 MEGEL)
----------
NOT AVBL FOR TFC
VIA EDYYUTA EXC DEP AMSTERDAM_GROUP","1, . H24
2. H24
3, . 23 JUN 2025 12:45-25 JUN 2025 22:25
4. 23 JUN 2025 13:0012:45-25 JUN 2025 22:0025
----------
H24",S,"Traffic Orientation through KOLAG/MIMVA/RAVLO. Management of traffic through the ENZEN/MIMVA/RAVLO trident
3, 4. To facilitate EHAM departures to SEVERN_GRP and EGGW, EGKK, EGLL, EGSC, EGSS, EGWU, EGTE, EGHI, EGHH to use ENZEN DCT KUBAX routing during NATO Summit 23rd June - 25th June during the listed times only. Refer Eurocontrol NOP for further details of summit.
-----------------------------------
Traffic routeing from Maastricht airspace shall use alternative boundary fixes such as RAVLO/MIMVA.","3., 4. ENZEN DCT KUBAX available FL255-305","(EHAAACC,
EDYYUAC,
EGTTACC)","EG,EH",05 JUN 2025,NATO_summit_2025
AMD,23 JUN 2025 [2506],25 JUN 2025 [2506],EH2258,,,,PAM,"NOT AVBL FOR TFC
DEP EHGG EXC ARR EHRD",EHTNSDH50 ACT,S,"To support NATO summit 2025
Buffer of 15 minutes will be applied",,EHAAACC,EH,16 JUN 2025,NATO_summit_2025
DEL,26 JUN 2025 [2506],UFN,EH2258,,,,PAM,"NOT AVBL FOR TFC
DEP EHGG EXC ARR EHRD",EHTNSDH50 ACT,S,"To support NATO summit 2025
Buffer of 15 minutes will be applied",,EHAAACC,EH,16 JUN 2025,NATO_summit_2025
AMD,23 JUN 2025 [2506],25 JUN 2025 [2506],EHEB1001,,,,WOODY,"NOT AVBL FOR TFC
VIA EHAAFIR AND-THEN VIA (COA, DENUT, HELEN) EXC ARR (EBOS, EGLC, EGMC, EGKB) & RFL BLW FL195FL215 IN EH
----------
NOT AVBL FOR TFC
VIA EHAAFIR AND-THEN VIA (COA, DENUT, HELEN) EXC ARR EBOS","23 JUN 2025 13:00-25 JUN 2025 22:00
----------
23 JUN 2025 00:00-13:00 & 25 JUN 2025 22:00-00:00 ",S,to support rerouting during NATO summit 2025,,"(EBBUACC, EHAAACC, EDYYUAC)","EH,EB",04 JUN 2025,NATO_summit_2025
AMD,22 MAY 2025 [2505],UFN,EP2517,,,,"(EPWWNL, EPWWNH)","NOT AVBL FOR TFC
1. VIA LZBBCTA AND-THEN VIA EPWWCTA AND-THEN VIA EYVCCTA EXC
    a. VIA (KELEL DCT LOGDA)
    b. VIA (EPWWTH, EPWWTL)
    c. DEP (A***, R***, V***, W***, Y***, Z***)
***, OMDB)
2. VIA EYVCCTA AND-THEN VIA EPWWCTA AND-THEN VIA LZBBCTA EXC
    a. VIA (EVINA DCT KELEL)
    b. VIA (EPWWTH, EPWWTL)
    c. ARR (A***, R***, V***, W***, Y***, Z***)***, OMDB)",01:00-03:30 (00:00-02:30) IN EPWWCTA,S,Temporary restriction due to the war in Ukraine stemming from military restrictions.,,EPWWACC,EP,21 MAY 2025,
AMD,16 JUN 2025 [2506],UFN,LBLT1014,,,,RIXEN,"NOT AVBL FOR TFC
DEP (EBBR, EDDF, EDDK, EDDL, EDDM, EDDN, EDDP, EDDS, EDSB, EGBB, EGCC, EGGW, EGKK, EGLL, EHAM, EIDW, ELLX, LBSF, LDDU, LDZA, LFBO, LFLL, LFML, LFMN, LFPG, LFSB, LIMC, LIML, LIPE, LIPZ, LIRP, LJLJ, LOWS, LOWW, LQSA, LSGG, LSZH, LWSK, LYBE) AND-THEN ARR (LTFJ, LTBA, LTFM)",H24,C,To maintain traffic balance on Istanbul TMA Interface,,LBSRACC,"LB,LT",15 JUN 2025,
AMD,17 MAY 2025 [2505],UFN,LBLT1015,,,,"(IBLAX, MAKOL)","NOT AVBL FOR TFC
DEP (LTFJ, LTBA, LTFM) AND-THEN ARR (BKPR, EBBR, EBCI, EBLG, EDDF, EDDG, EDDK, EDDL, EDDM, EDDN, EDDP, EDDS ,EDNY, EDSB, EGBB, EGCC, EGGW, EGKK, EGLF, EGLL, EGPH, EGSS, EHAM, EIDW, EINN, ELLX, LATI, LBSF, LDDU, LDZA, LEBL, LEMD, LFBO, LFLL, LFML, LFMN, LFPG, LFPO, LFSB, LIMC, LIME, LIPE, LIPZ, LIRF, LJLJ, LOWS, LOWW, LQSA, LSGG, LSZH, LWSK, LYBE, LYPG)",H24,C,To maintain traffic balance on Istanbul TMA Interface.,,LBSRACC,"LB,LT",16 MAY 2025,
AMD,21 MAY 2025 [2505],UFN,LC2117,,,,NICFRA,"NOT AVBL FOR TFC
1. DEP LCLK EXC
    a. VIA (EMEDA (DCT, L13) STEPA) AND-THEN VIA (LAKTO, PASOS)
    b. VIA (EMEDA DCT TUZIB (DCT, L189) AZERE (DCT, L189) ZUKKO) AND-THEN VIA (KEREN, KONFO)
    c. VIA (EMEDA (DCT, M67) ANANE (DCT, M28) RASDA)
    d. VIA (KOBER (DCT, M601) BALMA)
    e. VIA (RUDER (DCT, M978, R78) ALSUS (DCT, M978, R78) NIKAS)
    f. VIA (RUDER (DCT, M13) BAPAX (DCT, L620, B15) VESAR)
    g. VIA (GENOS DCT PEDER (DCT, M855) TOMBI)
    h. VIA (GENOS DCT PEDER DCT EVENO)
    i. VIA (GENOS DCT TOSKA)
    j. ARR LLHA & VIA (EMEDA (N131, B17) VELOX (N131, B17) MERVA)
    k. VIA (EMEDA DCT PASOS)","H241. a. H24
1. b. H24
1. c. H24
1. d. H24
1. e. H24
1. f. H24
1. g. H24
1. h. H24
1. i. H24
1. j. H24
1. k. (LCD47, LCD3, LCD4) ACT",S,DEP connectivities  ,,LCCCACC,LC,21 MAY 2025,
AMD,2506 [12 JUN 2025],UFN,LE2008,,,,BAGAS,"NOT AVBL FOR TFC
above FL145
via SSN and-then BAGAS, BAGAS and-then CEGAM
except
1. ABV FL145 AT BAGAS
   a. VIA SSN AND-THEN VIA BAGAS EXC ARR (LEBB, LEVT)
   b. VIA BAGAS AND-THEN VIA CEGAM EXC ARR (LEBB/VT, LEVT)",H24,S,To provide better connectivity for LEBB/VT arrivals,,LECMACC,LE,11 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,LE2021,,,,NASOS,"NOT AVBL FOR TFC
above FL145
via ANZAN and-then NASOS, NASOS and-then INTAX, INTAX and-then CJN
except
1. Via TOPTU
2. 1. ABV FL145 AT NASOS
    a. VIA ANZAN AND-THEN VIA NASOS EXC
        i) VIA TOPTU
        ii) ARR LEZG
    b. VIA NASOS AND-THEN VIA INTAX EXC
        i) VIA TOPTU
        ii) ARR LEZG
    c. VIA INTAX AND-THEN VIA CJN EXC
        i) VIA TOPTU
        ii) ARR LEZG",05:00..-22:00 (04:00..-22:00) and When area LETS64 is not active) & LETS64 NOT ACT,S,LOA LECM/LECS          ,,LECMACC,LE,11 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,LE2027,,,,ADORO,"NOT AVBL FOR TFC
1. BTN FL245-FL660 & VIA (ADORO DCT *) EXC
    a. XNG LE - LP BDRY
    b. VIA (ADORO DCT (DELOG, VAKIN))
    c. VIA (ADORO DCT (FITSE, ZMR))","1.a.,1.c. a. H24
1. b. 00:00-05:00 (23:00-04:00)
1. c. H24",S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.HISPAFRA CONECTIVITY,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
ZMR: LELN (AD), LEMD (AD), LESA (AD), LETO (AD), LEVD (AD)",,LE,23 MAY 2025,
AMD,2506 [12 JUN 2025],UFN,LE2033,,,,"(MARIO,  RONKO, PPN)","NOT AVBL FOR TFC
via MARIO and-then SURCO, SURCO and-then RONNY, RONNY and-then RONKO, RONKO and-then GOSVI, GOSVI and-then PPN
1. DEP PALMA_GROUP, VALENCIA_GROUP with ARR EG**, EI**
2. Via SSN, DONOS except ARR 1. DEP (PALMA_GROUP, VALENCIA_GROUP) & ARR (EG**, EI**)
    a. VIA (MARIO AND-THEN SURCO)
    b. VIA (SURCO AND-THEN RONNY)
    c. VIA (RONNY AND-THEN RONKO)
    d. VIA (RONKO AND-THEN GOSVI)
    e. VIA (GOSVI AND-THEN PPN)
2. VIA (SSN, DONOS)
    a. VIA (MARIO AND-THEN SURCO) EXC ARR (LFBZ, LESO)
    b. VIA (SURCO AND-THEN RONNY) EXC ARR (LFBZ, LESO)
    c. VIA (RONNY AND-THEN RONKO) EXC ARR (LFBZ, LESO)
    d. VIA (RONKO AND-THEN GOSVI) EXC ARR (LFBZ, LESO)
    e. VIA (GOSVI AND-THEN PPN) EXC ARR (LFBZ, LESO)","1. FRI 16:30 (15:30)..)-MON 08:00 (07:00)
2. H24",C,"1. To offload the LECMPAU and LECMZGZ sectors
Traffic should proceed via 
a. CJN - RBO - BLV
b.  CJN - ZMR - OMESI
2. To avoid dangerous dogleg",,LECMACC,LE,11 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,LE2038,,,,"(CRISA, VTB)","NOT AVBL FOR TFC
above FL145
via HIJ and-then CRISA, CRISA and-then INPAN, INPAN and-then VTB
1. ARR LECU/GT
2. Via DGO1. ABV FL145 AT (CRISA, VTB)
    a. ARR (LECU, LEGT)
        i) VIA HIJ AND-THEN VIA CRISA
        ii) VIA CRISA AND-THEN VIA INPAN
        iii) VIA INPAN AND-THEN VIA VTB
    b. VIA DGO
        i) VIA HIJ AND-THEN VIA CRISA
        ii) VIA CRISA AND-THEN VIA INPAN
        iii) VIA INPAN AND-THEN VIA VTB",05:00..-22:00 (04:00..-22:00),C,"To segregate departing/arriving traffic from overflying traffic.
Traffic ARR LECU/GT should file PARKA / HIJ - SOTUK",,"(LECMACC,
, LECSACC)",LE,11 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,LE2092, L45,SOSAV,VLC,,"NOTONLY AVBL FOR TFC
except DEP LEAB",05:00..-22:00 (04:00..-22:00),S,"To facilitate departing traffic
Dedicated arrival/departure route",,LECBACC,LE,11 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,LE2093,L45,VLC,SOSAV,,"NOTONLY AVBL FOR TFC
except ARR LEAB",05:00..-22:00 (04:00..-22:00),S,"To facilitate arriving traffic
Dedicated arrival/departure route",,LECBACC,LE,11 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,LE2095,,,,ARDID,"NOT AVBL FOR TFC
BTN FL245-FL660 & VIA (* DCT ARDID) EXC VIA ((NEA, ZMR) DCT ARDID)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.HISPAFRA CONECTIVITY,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
ZMR: LELN (AD), LEMD (AD), LESA (AD), LETO (AD), LEVD (AD)",,LE,23 MAY 2025,
AMD,2506 [12 JUN 2025],UFN,LE2107,,,,KENAS,"NOT AVBL FOR TFC
1. ARR PALMA_GROUP
 EXC
    Aa. DEP LEGE
    Bb. BLW FL195 AT KENAS
----------
COMPULSORY FOR TFC
DEP LEGE AND-THEN ARR PALMA_GROUP","H24
----------
H24",S,"1. To segregate arriving traffic from overflying traffic, to clear the LEGE arrival area.
2. This traffic should file via LORES or LUNIK
",,"(LECBACC, LECPACC)",LE,11 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,LE2112,Q700,BCN,SARGO,,"NOTONLY AVBL FOR TFC
except:
1. ARR (LEMH/SL)
 DEP (LEBL/DA/LL/RS ), LESL)
2. DEP (LEBL, LEDA, LELL, LERS)",05:00..-22:00 (04:00..-22:00),S,To segregate departures/arrivals from overflying traffic and to prevent crossing major traffic flows (roundabout structure). Dedicated departure route,,LECBACC,LE,11 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,LE2127,,,,BADRU,"NOT AVBL FOR TFC
BTN FL245-FL660 & VIA (* DCT BADRU) EXC VIA ((BAPORBAGAS, BISKA, NENEM) DCT BADRU)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.HISPAFRA CONECTIVITY,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
BADRU: LEPP (AD), LERJ (A)",,LE,23 MAY 2025,
AMD,2506 [12 JUN 2025],UFN,LE2128,,,,BADRU,"NOT AVBL FOR TFC
BTN FL245-FL660 & VIA (BADRU DCT *) EXC VIA (BADRU DCT (BAPORBAGAS, BELEN, NENEM))",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.HISPAFRA CONECTIVITY,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
BADRU: LEPP (AD), LERJ (A)",,LE,23 MAY 2025,
AMD,2506 [12 JUN 2025],UFN,LE2129,,,,BAGAS,"NOT AVBL FOR TFC
BTN FL245-FL660 & VIA (* DCT BAGAS) EXC VIA ((BAPORBADRU, CEGAM, PODUX, SSN) DCT BAGAS)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.HISPAFRA CONECTIVITY,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.",,LE,23 MAY 2025,
AMD,2506 [12 JUN 2025],UFN,LE2130,,,,BAGAS,"NOT AVBL FOR TFC
BTN FL245-FL660 & VIA (BAGAS DCT *) EXC VIA (BAGAS DCT (BAPORBADRU, CEGAM, PODUX, SSN))",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.HISPAFRA CONECTIVITY,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.",,LE,23 MAY 2025,
AMD,2506 [12 JUN 2025],UFN,LE2141,,,,BANEV,"NOT AVBL FOR TFC
BTN FL245-FL660 & VIA (* DCT BANEV) EXC VIA (GARVUVASUM DCT BANEV)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.HISPAFRA CONECTIVITY,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
BANEV: LEMD (A), LERJ (D)
GARVU: LEPP (D)",,LE,23 MAY 2025,
AMD,2506 [12 JUN 2025],UFN,LE2151,,,,PALOS,"NOTONLY AVBL FOR TFC
except ARR/DEP (LELC/, LEMI)",05:00..-22:00 (04:00..-22:00),S,"To facilitate departing/arriving traffic
Dedicated LELC/LEMI departure/arrival  route",,LECBACC,LE,11 JUN 2025,
AMD,2506 [12 JUN 2025],UFN,LE2152,,,,"(CMA, TERSA)","NOT AVBL FOR TFC
Via1. VIA RUBEO and-then CMA, CMA and-then EDIMU, EDIMU and-then TERSA
ExceptAND-THEN VIA CMA EXC ARR LETO
2. VIA CMA AND-THEN VIA EDIMU EXC ARR LETO
3. VIA EDIMU AND-THEN VIA TERSA EXC ARR LETO",05:00..-22:00 (04:00..-22:00),S,To segregate arriving traffic from overflying traffic. Other flights should file NEXAS-DISVU-ADUXO,,LECMACC,LE,11 JUN 2025,
