ARR ID,ARR AD,"First PT STAR /
STAR ID",DCT ARR PT,ARR FPL Option,"ARR Time
Applicability","ARR Operational
Goal",ARR Remarks,NAS / FAB,"Release
Date","Special Event and 
Crisis"
LF7173,LFMC,,LUC,"COMPULSORY FOR TFC
VIA LFFRASE
----------
NOT AVBL FOR TFC
VIA LFFRASE EXC
1. VIA (SURJU, OLNUL) DCT RASPA UN854 TINOT Z154 LIPSU Z152 LACAZ G701 LUC
2. VIA OLNUL DCT SOSUR Z16 AGAKI Z152 LACAZ G701 LUC
3. VIA (OBLAD, LUMAS, DIBER) DCT SOSUR Z16 AGAKI Z152 LACAZ G701 LUC
4. VIA PIGOS N86 LERMA A3 LUC
5. VIA OMARD A3 LUC
a. VIA (MIRSA, GOPAT, OKIVA)
b. VIA CORSI DCT BEBEV DCT MERLU DCT OMARD
c. VIA MADKA DCT AJO DCT BEBEV DCT MERLU DCT OMARD
d. DEP (LFKJ, LFKF, LFKO, BASTIA_GROUP)","H24
----------
1,3-5. H24
2. LFD54BNZ ACT",LFMM FRA - Flow organization,Compulsory part: REFLOC=LFFRASE,LF,08 MAY 2024,
LF7174,LFTF,,CUERS,"COMPULSORY FOR TFC
VIA LFFRASE
----------
NOT AVBL FOR TFC
VIA LFFRASE EXC
1. VIA (SURJU, OLNUL) DCT RASPA UN854 TINOT  Z154 LIPSU Z152 LACAZ G701 BIRGO V35 CUERS
2. VIA OLNUL DCT SOSUR Z16 AGAKI Z152 LACAZ G701 BIRGO V35 CUERS
3. VIA (OBLAD, LUMAS, DIBER) DCT SOSUR Z16 AGAKI Z152 LACAZ G701 BIRGO V35 CUERS
4. VIA PIGOS N86 LERMA A3 RUBIT G7 CUERS
5. VIA OMARD A3 RUBIT G7 CUERS
a. VIA (MIRSA, GOPAT, OKIVA)
b. VIA CORSI DCT BEBEV DCT MERLU DCT OMARD
c. VIA MADKA DCT AJO DCT BEBEV DCT MERLU DCT OMARD
d. DEP (LFKJ, LFKF, LFKO, BASTIA_GROUP)","H24
----------
1,3-5. H24
2. LFD54BNZ ACT",LFMM FRA - Flow organization,Compulsory part: REFLOC=LFFRASE,LF,08 MAY 2024,
LF7175,"(LFMN, LFMD, LFTZ)",LONSU,,"NOT AVBL FOR TFC
1. VIA LFFRASE AND-THEN VIA LONSU EXC
    a. DEP (LFKJ, LFKF, LFKO, LIEO, LIEA)
    b. VIA (CORSI DCT BEBEV DCT OMEDA M622 LONSU)
    c. VIA (MADKA DCT AJO DCT BEBEV DCT OMEDA M622 LONSU)
    d. VIA (BUKID DCT NEGAT DCT OMEDA M622 LONSU)
    e. VIA (BUKID DCT NEGAT DCT IWAZA DCT BEBEV DCT OMEDA M622 LONSU)","1. a. H24
1. b. H24
1. c. H24
1. d. H24
1. e. (LFD54CSZ, LFD540CZ) ACT",LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF7176,LFMF,,LUC,"COMPULSORY FOR TFC
VIA LFFRASE
----------
NOT AVBL FOR TFC
VIA LFFRASE EXC VIA 
1. LUMAS DCT SOFFY UM976 MRM UY122 ABLAK Q302 UGLET Y30 GILON A3 LUC
2. DIBER DCT SOSUR DCT SOFFY UM976 MRM UY122 ABLAK Q302 UGLET Y30 GILON A3 LUC
3. OMARD A3 LUC 
a. VIA MIRSA
b. VIA CORSI DCT BEBEV DCT MERLU DCT OMARD
c. VIA MADKA DCT AJO DCT BEBEV DCT MERLU DCT OMARD
d. DEP (AJACCIO_GROUP, LIEO, LIEA)","H24
----------
H24",LFMM FRA - Flow organization,Compulsory part: REFLOC=LFFRASE,LF,05 JAN 2024,
LF7177,"(LFKB, LFKC)","(NIRDO, LIBLO)",,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFFRASE,LF,10 FEB 2025,
LF7178,LFKS,,"(AJO, BREMO)","COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFKS,LF,10 FEB 2025,
LF7183,"LFKJ, LFKF","NEGAT, RUBAS, VAREK, LONSU, TORTU",,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFFRASE,LF,05 JAN 2024,
LF7187,LFKO,,AJO,"COMPULSORY FOR TFC
VIA LFFRASE
----------
NOT AVBL FOR TFC
VIA LFFRASE EXC VIA
1. RUBAS Z154 AJO 
a. VIA AMFAC
b. DEP (LFML, LFMI, LFMA, LFMV, LFMY, LFMO)
2. VAREK W54 AJO
a. VIA (PADKO, KOLON)
b. DEP (LFML, LFMI, LFMA, LFMV, LFMY, LFMO, LFMQ, TOULON_GROUP, NICE_GROUP)
3. LONSU M622 AJO
a. VIA (PADKO, KOLON)
b. DEP (LFML, LFMI, LFMA, LFMV, LFMY, LFMO, LFMQ, TOULON_GROUP, NICE_GROUP)
4. TORTU A9 AJO","H24
----------
H24",LFMM FRA - Flow organization,Compulsory part: REFLOC=LFFRASE,LF,05 JAN 2024,
LF7198,"(LFKJ, LFKF)",NEGAT,,"NOT AVBL FOR TFC
1. VIA LFFRASE EXC
    a. VIA (NESUL UN851 NEGAT)
    b. VIA (BUKID UT451 NEGAT)",H24,LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF7207,LFOR,,"DOMOD,BENAR",COMPULSORY FOR TFC,H24,airport connectivity,,LF,05 JAN 2023,
LF7211,"LFCS, LFDI, LFDM, LFDR",,UVELI,"COMPULSORY FOR TFC
VIA LFBBUBDX
----------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via TUPAR DCT CNA DCT UVELI
2. via URUNA DCT BTZ DCT VAVIX DCT UVELI
3. via LMG DCT UVELI
4. via SECHE DCT UVELI","H24
----------
H24","Airport connectivity
----
To organise DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
All DCTs: FL195-UNL",LF,27 JAN 2023,
LF7213,"LFDM, LFDR",,"OBLOC, SECHE","COMPULSORY FOR TFC
VIA LFBBFIR EXC VIA LFFRASW",H24,Airport connectivity,,LF,22 MAR 2024,
LF7215,LFDI,,VELIN,"COMPULSORY FOR TFC
via LFBBFIR except via LFFRASW",H24,Airport connectivity,,LF,27 JAN 2023,
LF7217,LFCS,,"OBLOC, VAVIX","COMPULSORY FOR TFC
VIA LFBBFIR EXC VIA LFFRASW",H24,Airport connectivity,,LF,22 MAR 2024,
LF7219,LFCR,,"BASLI, ESISI, GAI, MEN, MINPA, ROMAK",COMPULSORY FOR TFC,H24,Airport connectivity,,LF,24 FEB 2023,
LF7220,LFPQ,,BRY,,H24,arrival connection  ,,LF,23 DEC 2023,
LF7222,LFMO,,CM,"NOT AVBL FOR TFC
1. VIA LFFRASE EXC
    a. VIA (TINOT Z154 IDELO Z16 MTG G701 LACAZ DCT CM)
        i) DEP (LFKJ, LFKF, LFKO, LIEO)
        ii) VIA (OKSER T175 TINOT)
        iii) VIA ((GINOX, NIVDA, SURJU, OLNUL) DCT RASPA UN854 TINOT)
    b. VIA (OLNUL UM989 SOSUR Z16 MTG G701 LACAZ DCT CM)
    c. VIA (OBLAD UM154 SOSUR Z16 MTG G701 LACAZ DCT CM)
    d. VIA (LUMAS UM976 SOSUR Z16 MTG G701 LACAZ DCT CM)
    e. VIA (DIBER UN870 SOSUR Z16 MTG G701 LACAZ DCT CM)
    f. VIA ((PIGOS, OMARD, BOMZA) DCT STP A3 RUBIT G7 POMEG DCT LACAZ DCT CM)","1. a. H24
1. b. LFD54BNZ ACT
1. c. H24
1. d. H24
1. e. H24
1. f. H24",LFMM FRA - Flow organization,"LACAZ DCT CM: GND - FL195
(Annex 3B: LF50238)
POMEG DCT LACAZ : GND - FL145
(Annex 3B: LF5492)",LF,10 FEB 2025,
LF7223,LFNG,,MARRI,"NOT AVBL FOR TFC
1. VIA LFFRASE EXC
    a. VIA (TINOT Z154 BULTO Y341 SALIN Y25 MARRI)
        i) DEP (LFKJ, LFKF, LFKO, LIEO)
        ii) VIA (OKSER T175 TINOT)
        iii) VIA ((GINOX, NIVDA, OLNUL) DCT RASPA UN854 TINOT)
    b. VIA (OLNUL DCT SOSUR Z16 IDELO Z154 BULTO Y341 SALIN Y25 MARRI)
    c. VIA ((OBLAD, LUMAS, DIBER) DCT SOSUR Z16 IDELO Z154 BULTO Y341 SALIN Y25 MARRI)
    d. VIA (PADKO UY342 BULTO Y341 SALIN Y25 MARRI)","1. a. H24
1. b. LFD54BNZ ACT
1. c. H24
1. d. H24",LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF7225,LFPT,,VEXAV,"ONLY AVBL FOR TFC
DEP LFPT FLT-TYP X WITH RFL BELOW FL025",H24,To allow round-robin training flights,See AIP AD2 LFPT,LF,21 JAN 2023,
LF7228,LFBX,,NORON,"ONLY AVBL FOR TFC
DEP LFBU",H24,Airport connectivity,,LF,24 FEB 2023,
LF7229,"LFPG, LFPB",ROMGO,,"ONLY AVBL AND COMPULSORY FOR TFC
1. VIA PEPAX DCT ROMGO
2. VIA ETPIL DCT ROMGO
3. VIA ELKUK DCT ROMGO
4. VIA LATGO DCT ROMGO",H24,Traffic organisation,,LF,20 JUL 2023,
LF7231,LFSO,,"(EPL, EXHOM, NEBAX)","COMPULSORY FOR TFC
VIA LFFRAE
----------
NOT AVBL FOR TFC
1. VIA LFFRAE EXC VIA  
    a. (GILIR DCT LUL DCT BAQQA DCT DOQQU DCT EPL)
    b. (ARBOS DCT PENDU DCT LUL DCT BAQQA DCT DOQQU DCT EPL)
    c. (HOC DCT LUL (DCT,Y112) RLP G21 EPL)
    d. (SUTAL DCT EXHOM)
    e. (JOCUZ DCT EPL DCT NEBAX)","H24
----------
H24","Airport connectivity
 To organize ARR in LFFRAE","pt A : PENDU, LUL, EXHOM, NEBAX",LF,13 NOV 2024,
LF7232,LFSX,,"LUL, EXHOM, NEBAX","COMPULSORY FOR TFC
VIA LFFRAE
----------
NOT AVBL FOR TFC
 VIA LFFRAE EXC VIA
1. (ROUSY, SUTAL) DCT GTQ A242 MIRGU R112 LUL
2. (ROUSY, SUTAL) DCT GTQ G21 RLP Y112 LUL
3. SUTAL DCT EXHOM FLT-TYPE (M,X)
4. (LUVAL, RLP, JOCUZ) DCT EPL DCT NEBAX FLT-TYPE (M,X)","H24
----------
H24","Airport connectivity
 To organize ARR in LFFRAE","pt A : GTQ, EXHOM, NEBAX",LF,17 MAY 2024,
LF7233,"LFPB, LFPG",TRO,,"ONLY AVBL AND COMPULSORY FOR TFC
1. VIA SIZZA DCT TRO
2. VIA NUCIF DCT TRO",H24,Night-time DCT-STAR connection,,LF,04 AUG 2023,
LF7248,LFMH,,LSE,"COMPULSORY FOR TFC
VIA MILPA",H24,Shortest route + FDPS limitation,,LF,11 JUL 2023,
LF7250,LFCR,MINPA,MINPA,"COMPULSORY FOR TFC
VIA MINPA",H24,To organize Arrivals in LFMMFIR,,LF,15 JUL 2023,
LF7267,LFCG,,"ADSER, ASPET, DODOM, RAPES","COMPULSORY FOR TFC
VIA LFBBFIR EXC VIA LFFRASW",H24,Airport connectivity,,LF,08 SEP 2023,
LF7269,LFCL,,"DODOM, GAI, MONIX","COMPULSORY FOR TFC
VIA LFBBFIR EXC VIA LFFRASW",H24,Airport connectivity,,LF,08 SEP 2023,
LF7271,LFCQ,,"FINOT, GAI, MONIX","COMPULSORY FOR TFC
VIA LFBBFIR EXC VIA LFFRASW",H24,Airport connectivity,,LF,08 SEP 2023,
LF7273,LFCW,,"LACOU, RUMEL, SECHE","COMPULSORY FOR TFC
VIA LFBBFIR EXC VIA LFFRASW",H24,Airport connectivity,,LF,08 SEP 2023,
LF7275,"LFCX, LFDB",,"AGN, GAI, GOSAD, LACOU",,H24,Airport connectivity,,LF,08 SEP 2023,
LF7277,LFDX,,"GOSAD, LACOU, LAVRA, RUMEL","COMPULSORY FOR TFC
VIA LFBBFIR EXC VIA LFFRASW",H24,Airport connectivity,,LF,08 SEP 2023,
LF7279,LFMW,,"FINOT, MONIX","COMPULSORY FOR TFC
VIA LFBBFIR EXC VIA LFFRASW",H24,Airport connectivity,,LF,08 SEP 2023,
LF7281,LFCI,,"AFRIC, FINOT, GAI, MEN",,H24,Airport connectivity,,LF,08 SEP 2023,
LF7282,"LFCI, LFCK",,MONIX,"ONLY AVBL FOR TFC
DEP (TOULOUSE_GROUP, LFBA, LFCG)",H24,Airport connectivity,,LF,08 SEP 2023,
LF7284,LFCK,,"AFRIC, FINOT, GAI, MASAM, MEN",,H24,Airport connectivity,,LF,08 SEP 2023,
LF7288,LFBO,,"DODOM, LACOU, MONIX","ONLY AVBL FOR TFC
DEP (TOULOUSE_GROUP, LFBA, LFCG)",H24,Airport connectivity,,LF,08 SEP 2023,
LF7291,"LFBF, LFBR",,DODOM,"ONLY AVBL FOR TFC
DEP (TOULOUSE_GROUP, LFBA, LFCG)",H24,Airport connectivity,,LF,08 SEP 2023,
LF7292,LFBF,,AUCHE,"ONLY AVBL FOR TFC
DEP LFDH",H24,Airport connectivity,,LF,08 SEP 2023,
LF7296,LFAC,,"KOK, TRACA, BNE, RINTI",,H24,To facilitate connection,,LF,26 SEP 2023,
LF7298,"EBKT,EBCV",,CMB,"COMPULSORY FOR TFC
VIA LFFFTB AND RFL ABV FL115 IN LF",H24,Set CMB as last FPL point for flights delivered by Lille,,LF,30 NOV 2023,
LF7303,LFRG,BERNO,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (PARIS_GROUP,LFOB,LFOE)",H24,Keep this traffic out of Paris ACC,,LF,17 APR 2024,
LF7304,LFRG,ETRAT,,"ONLY AVBL FOR TFC
BLW FL115 IN LF",H24,keep this traffic out of Paris ACC,traffic is transfered from London to Rennes APP,LF,17 APR 2024,
LF7305,LFRK,BERNO,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (PARIS_GROUP,LFOB,LFOE,LFOP)",H24,traffic organization,,LF,26 FEB 2024,
LF7306,"LFPL,LFPH,LFPE,LFPK",,"BRY,VEBEK",,H24,arrival connection  ,,LF,23 DEC 2023,
LF7307,"LFFE,LFPA,LFXU",,MOPAR,,H24,arrival connection  ,,LF,23 DEC 2023,
LF7308,LFFQ,,"ODILO,BRY",,H24,arrival connection  ,,LF,23 DEC 2023,
LF7309,"LFPZ,LFPX,LFPF",,"ODILO,MOPAR",,H24,arrival connection  ,,LF,23 DEC 2023,
LF7310,"LFPP,LFAD",,"BAVOL,VEBEK,MOPAR",,H24,arrival connection  ,,LF,23 DEC 2023,
LF7311,LFPG,,OKIPA,"ONLY AVBL FOR TFC
DEP LFLA, LFLD,  LFOA, LFOJ, LFOK, LFOZ, LFPM, LFQA, LFQB, LFQG, LFSI",H24,To allow connexion to LFPG for nearby AD that cannot connect to a STAR,Other flights to LFPG shall file a STAR,LF,22 JAN 2024,
LF7313,"LFRG,LFOH",,ELBOX,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LFOP",H24,ARR/DEP facilitation,,LF,26 FEB 2024,
LF7316,LFMV,MTL,,"COMPULSORY FOR TFC
VIA MTL",H24,Traffic overflying the 1st point of a STAR shall plan this STAR,,LF,22 MAR 2024,
LF7317,LFLC,MINPA,,"COMPULSORY FOR TFC
VIA MINPA",H24,FDPS limitation - Traffic overflying the 1st point of a STAR shall plan this STAR.,,LF,22 MAR 2024,
LF7321,LFQQ,BNE,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LFAT,LFAM",H24,to prevent garbage FPL,,LF,18 APR 2024,
LF7322,LFOH,,BERNO,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (PARIS_GROUP,LFOB,LFOE)",H24,keep this traffic out of Paris ACC,,LF,17 APR 2024,
LF7323,LFOH,,ETRAT,"ONLY AVBL FOR TFC
BLW FL115 IN LF",H24,keep this traffic out of Paris ACC,traffic is transfered from London to Rennes APP,LF,17 APR 2024,
LF7325,"LFLP, LFLB",FEDZI,,"COMPULSORY FOR TFC
VIA FEDZI AND-THEN ARR (LFLP, LFLB)",H24,To prevent  the arrivals  LFLP and LFLB that are crossing  FEDZI from planing another route after FEDZI,,LF,29 MAY 2024,
LF7375,"(LFLL, LFLY, LFLB, LFLP)",FEDZI,,"COMPULSORY FOR TFC
VIA FEDZI",H24,To force traffic on a STAR if overflying the 1st point.,,LF,13 AUG 2024,
LF7376,LFXA,,FEDZI,,H24,Airport connectivity,,LF,13 AUG 2024,
LF7392,LFTH,JULEE,,"NOT AVBL FOR TFC
1. VIA LFFRASE EXC 
    a. VIA (OKSER T175 TINOT DCT JULEE)
    b. VIA ((GINOX, NIVDA, SURJU, OLNUL) DCT RASPA UN854 TINOT DCT JULEE)
    c. VIA (OLNUL UM989 SOSUR) 
    d. VIA (OBLAD UM154 SOSUR) 
    e. VIA (LUMAS UM976 SOSUR) 
    f. VIA (DIBER UN870 SOSUR) 
    g. VIA (SALIN DCT JULEE)
----------
NOT AVBL FOR TFC
1. VIA LFFRASE AND-THEN VIA SOSUR AND-THEN VIA JULEE EXC
    a. VIA (SOSUR DCT JULEE)
    b. VIA (SOSUR Z16 AGAKI Z152 LIPSU DCT JULEE)","1. a. H24
1. b. H24
1. c. LFD54BNZ ACT
1. d. H24
1. e. H24
1. f. H24
1. g. H24
----------
1. a. H24
1. b. LFD54BNZ ACT",LFMM FRA - Flow organization,"SOSUR DCT JULEE: GND - FL660
(Annex 3B: LF50224)
LIPSU DCT JULEE: GND - FL660
(Annex 3B: LF50373)
TINOT DCT JULEE: GND - FL660
(Annex 3B: LF5367)
SALIN DCT JULEE: GND - FL295
(Annex 3B: LF5366)",LF,10 FEB 2025,
LF7393,LFTH,OMARD,,"NOT AVBL FOR TFC
1. VIA LFFRASE AND-THEN VIA OMARD EXC 
    a. VIA (MIRSA, GOPAT, OKIVA, LOVCO, SIQOZ)
    b. VIA (CORSI DCT BEBEV DCT MERLU DCT OMARD)
    c. VIA (MADKA DCT AJO DCT BEBEV DCT MERLU DCT OMARD)
    d. DEP (LFKJ, LFKF, LFKO, BASTIA_GROUP)",H24,LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF7394,LFMN,"(LONSU, KERIT, ABLAK)",,"COMPULSORY FOR TFC
VIA LFFRASE
----------
NOT AVBL FOR TFC
VIA LFFRASE AND-THEN VIA STAR (ABLAK) EXC VIA SOFFY","H24
----------
H24",LFMM FRA - Flow organization,Compulsory part: REFLOC=LFFRASE,LF,10 FEB 2025,
LF7395,"(LFMD, LFTZ)","(LONSU, KERIT, ABLAK)",,"COMPULSORY FOR TFC
VIA LFFRASE
----------
NOT AVBL FOR TFC
VIA LFFRASE AND-THEN VIA STAR (ABLAK) EXC VIA SOFFY","H24
----------
H24",LFMM FRA - Flow organization,Compulsory part: REFLOC=LFFRASE,LF,10 FEB 2025,
LF7398,LFMA,"(LANKO, LACAZ)",,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFFRASE,LF,10 FEB 2025,
LF7399,"(LFML, LFMQ, LFMA)",LANKO,,"NOT AVBL FOR TFC
VIA LFFRASE EXC VIA ((PIGOS, OMARD) DCT STP A3 RUBIT G7 LANKO)",H24,LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF7400,LFMY,,SIMON,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFMY,LF,10 FEB 2025,
LF7402,LFMT,MARRI,,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFFRASE,LF,10 FEB 2025,
LF7403,LFNG,,MARRI,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFFRASE,LF,10 FEB 2025,
LF7404,LFTW,MARRI,,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFFRASE,LF,10 FEB 2025,
LF7447,LFLV,,ARSOM,"ONLY AVBL FOR TFC
DEP LFLN",H24,Airport connectivity,,LF,13 NOV 2024,
LF7448,LFLN,,CFA,,H24,Airport connectivity,,LF,13 NOV 2024,
LF7454,LFML,"(TINOT, SOSUR, LANKO)",,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC = LFFRASE,LF,10 FEB 2025,
LF7473,"(LFMN, LFMD, LFTZ)",KERIT,,"NOT AVBL FOR TFC
VIA LFFRASE EXC VIA (DOBIM DCT AKUTI R16 KERIT)",H24,LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF7490,LFMI,"(TINOT, SOSUR, OB)",,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC = LFMI,LF,10 FEB 2025,
LF7493,LFMV,LACAZ,,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFFRASE,LF,10 FEB 2025,
LF7496,LFMQ,"(LANKO, LIPSU)",,"COMPULSORY FOR TFC
VIA LFFRASE",H24,LFMM FRA - Flow organization,REFLOC=LFFRASE,LF,10 FEB 2025,
LF7497,LFPT,DINAN,,"NOT AVBL FOR TFC
ARR LFPT",H24,DINAN STAR shall not be planned,FPL shall be filed via VEDUS STAR,LF,06 MAY 2025,
LF7498,LFTH,LERMA,,"NOT AVBL FOR TFC
1. VIA LFFRASE AND-THEN VIA LERMA EXC
    a. VIA (PIGOS N86 LERMA)
    b. VIA (MIRSA, GOPAT, OKIVA, LOVCO, SIQOZ) AND-THEN VIA (OMARD A3 LERMA)
    c. VIA (CORSI DCT BEBEV DCT MERLU DCT OMARD A3 LERMA)
    d. VIA (MADKA DCT AJO DCT BEBEV DCT MERLU DCT OMARD A3 LERMA)
    e. DEP (LFKJ, LFKF, LFKO, BASTIA_GROUP) AND-THEN VIA (OMARD A3 LERMA)",H24,LFMM FRA - Flow organization,,LF,10 FEB 2025,
LF7499,LFTH,RUBIT,,"NOT AVBL FOR TFC
1. VIA LFFRASE AND-THEN VIA RUBIT EXC
    a. VIA (PIGOS N86 LERMA A3 RUBIT)
    b. VIA (MIRSA, GOPAT, OKIVA, LOVCO, SIQOZ) AND-THEN VIA (OMARD A3 RUBIT)
    c. VIA (CORSI DCT BEBEV DCT MERLU DCT OMARD A3 RUBIT)
    d. VIA (MADKA DCT AJO DCT BEBEV DCT MERLU DCT OMARD A3 RUBIT)
    e. DEP (LFKJ, LFKF, LFKO, BASTIA_GROUP) AND-THEN VIA (OMARD A3 RUBIT)",H24,LFMM FRA - Flow organization,,LF,10 FEB 2025,
LG5505,LGKF,,KFN,"ONLY AVBL FOR TFC
DEP (LGPZ, LGRX, LGZA)",H24,"Lack of STARs from the side of LGPZ.
LGKF/RX/ZA aerodromes in close proximity, in the same ANDRAVIDA MIL TMA ",,LG,19 SEP 2024,
LG5508,LGSA,MANOK,,"NOT AVBL FOR TFC
VIA MANOK & ARR LGSA","AIRAC MAR - LAST AIRAC OCT
H24",To segregate arriving and departing traffic to/from LGSA,,LG,19 SEP 2024,
LG5514,LGTS,ALIKO,,"COMPULSORY FOR TFC
VIA LWSSFIR",H24,To segregate departing and arriving traffic,,LG,19 SEP 2024,
LG5516,LGIR,BAVES,,"ONLY AVBL FOR TFC
DEP (LGKC, LGKL, LGSA)",AIRAC MAR - LAST AIRAC OCT MON-THU 04:00-21:00 EXC HOL LG & FRI 04:00-12:00 EXC HOL LG,To avoid LGSATMA during the specific days,,LG,19 SEP 2024,
LH5515,LHBP,KEZAL,,"COMPULSORY FOR TFC
1. VIA PARAK
2. VIA (LRBBCTA, LRARTMA)",H24,"FRA Arrival Connecting Route
",,LH,22 AUG 2024,
LH5516,LHBP,ULZAK,,"COMPULSORY FOR TFC
VIA KOPRY
this-traffic-shall-file KOPRY DCT ULZAK",H24,"FRA Arrival Connecting Route
",,LH,22 AUG 2024,
LH5517,LHBP,VAJDI,,"COMPULSORY FOR TFC
1. DEP LOWW AND-THEN VIA (ARSIN DCT OGVUN DCT VAJDI) & BLW FL155 AT ARSIN
2. VIA (GOTAR, DIMLO) AND-THEN VIA (SIRDU DCT OGVUN DCT VAJDI)",H24,"FRA Arrival Connecting Route
",,LH,22 AUG 2024,
LH5518,LHBP,BETED,,"COMPULSORY FOR TFC
Via LHCCNORTH EXC VIA DEMOP
this-traffic-shall-file RIGSA DCT BETED",H24,"FRA Arrival Connecting Route
",,LH,22 AUG 2024,
LH5519,LOWW,NATEX,,"COMPULSORY FOR TFC
1. VIA (LONLA, PARAK) AND-THEN VIA (BALUX DCT TORNO DCT NATEX)
2. VIA LR AND-THEN VIA LH AND-THEN VIA (BALUX DCT TORNO DCT NATEX)
3. VIA KEKED AND-THEN VIA (TORNO DCT NATEX)",H24,"FRA Arrival Connecting Route
",,LH,22 AUG 2024,
LH5520,LZIB,XOMBA,,"COMPULSORY FOR TFC
1.VIA (KOPRY, TONDO, BAREB) AND-THEN VIA (JOZEP DCT PUCOG DCT BODZA DCT XOMBA)
2. VIA LHCCEAST
   This traffic shall file BALUX DCT BODZA DCT XOMBA",H24,"FRA Arrival Connecting Route
",,LH,22 AUG 2024,
LH5521,LZIB,KUVEX,,"ONLY AVBL AND COMPULSORY FOR TFC
VIA (LOVVE17, LOWWAPP) AND-THEN VIA (BEGLA DCT KUVEX) & BLW FL245 AT (BEGLA DCT KUVEX)",H24,FRA Arrival Connecting Route,,LH,08 JAN 2025,
LH5522,LHKE,,ILHAK,"COMPULSORY FOR TFC
VIA (ANEXA DCT EMBUT DCT ILHAK)",H24,"FRA Arrival Connecting Route
",,LH,22 AUG 2024,
LH5523,LHKE,,ERGUZ,"COMPULSORY FOR TFC
VIA (EDEMU DCT LAHOR DCT PEJKO DCT ERGUZ)",H24,"FRA Arrival Connecting Route
",,LH,22 AUG 2024,
LI5505,LIED,,"ALG,CAR,KOVAS,RAMEN,TABOT","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,29 JUN 2022,
LI5508,LIMF,,TOP,"ONLY AVBL FOR TFC
DEP LIMZ",H24,Improve connectivity between airways,,LI,14 APR 2022,
LI5509,"LIMC,LIME,LIML",,ELTAR,"ONLY AVBL FOR TFC
DEP LIPX",H24,Improve connectivity between airways,,LI,14 APR 2022,
LI5510,LIMS,,"GEN,KALMO,LUPOS,OSBUL,VOG","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,29 JUN 2022,
LI5511,LIPA,,"NAXAV,CHI,RISOM,ROSKA,VIC","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,04 APR 2024,
LI5512,LIPC,,"ANC,BOA,CHI,LUMAV,LOMED","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,29 JUN 2022,
LI5514,LIMP,,OSBUL,"ONLY AVBL FOR TFC
DEP LIME",H24,Improve connectivity between airways,,LI,14 APR 2022,
LI5515,LIPI,,"NAXAV,CHI,VIC","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,04 APR 2024,
LI5516,LIPL,,"ADOSA,BOA,LUMAV,LUPOS,OSBUL,TZO","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,29 JUN 2022,
LI5517,LIPS,,"BOA,NAXAV,CHI,LUMAV,LOMED,TIBRO,VIC","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,29 JUN 2022,
LI5518,LIRE,,"ELVIN,GIKIN,LAT,PEMAR,RIFFI","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,29 JUN 2022,
LI5519,LIRG,,"PEMAR,SIPRO","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,29 JUN 2022,
LI5520,LIRL,,"LAT,OST,PEMAR,PNZ,RIFFI,TEA","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,29 JUN 2022,
LI5521,LIRM,,"LAT,PNZ,SOR,TEA","TBD
- General conditions apply",H24,connectivity between network and MIL airport,,LI,29 JUN 2022,
