DEP ID,DEP AD,"Last PT SID /
SID ID",DCT DEP PT,DEP FPL Options,"DEP Time
Applicability","DEP Operational
Goal",DEP Remarks,NAS / FAB,"Release
Date"
EP5529,EPPW    ,,"EMFED, DUFSI, MOLIL, OBOKU, PEVUM","COMPULSORY FOR TFC
dep EPPW
----------
Not available for traffic dep EPPW with RFL above FL065  except
1. via EMFED DCT IDEXU DCT UPCET DCT DENKO
2. via EMFED DCT IDEXU DCT UPCET DCT DEKUT
3. via MOLIL and-then GRUDA
4. via OBOKU with arr EPMO, EPWA
5. via PEVUM and-then AMUTO
6. via PEVUM DCT POLON
7. via DUFSI DCT MUVQE DCT NILPU DCT KELOD
8. via DUFSI DCT MUVQE DCT XIDNA
9. via DUFSI DCT MUVQE DCT VAGON",H24,To add departure connections for EPPW,"Please note that EPWW departures must be planned via one of the specified mandatory feeding routes (via DCT segments and/or RNAV routes).
Feeding routes are mandatory for all flights with cruising level above FL065.",EP,29 MAY 2021
EP5533,EPPW,,DIPKI,"ONLY AVBL FOR TFC
arr. EPKS",H24,To allow shorter connection between EPPW and EPKS,,EP,29 MAY 2021
EG5589,EGSS,DET,,"NOT AVBL FOR TFC
1. via SITET 
    With RFL above FL175 in EG
2. via XAMAB",H24,To force traffic onto the correct departure route. This traffic shall file via a NUGBO SID (via SITET above FL175 or via XAMAB) or a DET SID (via SITET below FL175 or via XIDIL),,EG,06 AUG 2021
LF5780,LFMT,,FJR,"ONLY AVBL FOR TFC
arr LFMK/ML/MP/MQ/MT/NG",H24,To enable connectivity from LFMT to nearby aerodromes,,LF,09 JUL 2021
LF5782,LFMT,,BALRU,"ONLY AVBL FOR TFC
arr LFMT",H24,To enable airport connectivity ,,LF,09 JUL 2021
LF5784,LFMT,,ZR,"ONLY AVBL FOR TFC
arr LFMU",H24,To enable connectivity from LFMT to nearby aerodrome,,LF,09 JUL 2021
LF5786,LFMT,,DA,"ONLY AVBL FOR TFC
arr LFMS",H24,To enable connectivity from LFMT ,,LF,09 JUL 2021
LF5787,LFMP,,BALRU,"ONLY AVBL FOR TFC
arr LFMT",H24,To enable connectivity to LFMT ,,LF,09 JUL 2021
EG5616,EGAE,,LUTOV/TIR,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EG5617,EGAE,,MAC,,H24,To enable connectivity for both low level traffic and traffic routeing into EGPXFRA.,,EG,29 OCT 2021
EG5618,EGPL,,STN/RUGID,"ONLY AVBL FOR TFC
via EGPXFRA.",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EG5728,EGPN,,GOMOT,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EG5743,EGPT,,GOMOT,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EG5752,EGQL,,GOMOT,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EG5753,EGQS,,BALID/MONAV/NEVIS/ORSUM,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EGEI5502,EIDL,,RUBEX,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,"EG, EI",29 OCT 2021
EG5754,EGEO,,STN/MAC/PTH/RIMOL,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EG5755,EGPI,,BELZU/TOBMO,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EG5756,EGNC,,TRN,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EG5757,EGAB,,PEPOD,"ONLY AVBL FOR TFC
via EGPXFRA",H24,To enable connectivity in to FRA via standard departure route.,,EG,29 OCT 2021
EK5509,EKCH,ODN,,"NOT AVBL FOR TFC
DEP EKCH except Type M
Via EDYYDHOL sector",H24,"Segregation of arriving traffic from departing traffic
Koepenhamn / Malmoe / Halmstad TMA",,EK,08 JUN 2021
EG5572,EGNH,,DIGMA,"COMPULSORY FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped
ARR BELFAST_GROUP
Above FL075",H24,To ensure correct routeing.  FL075 applies due to the lower limit of M146.,,EG,09 JUL 2021
EG5667,EGNH,,"ESTRY,GASKO,PENIL,POL,RIBEL,SHAPP,WAL",,H24,To enable/enforce correct departure routeings.,,EG,09 JUL 2021
EG5770,EGNH,,VANIN,"ONLY AVBL FOR TFC
ARR EGNS",H24,To enable standard routeing.,,EG,09 JUL 2021
EG5570,EGNO,,DIGMA,"COMPULSORY FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped
ARR BELFAST_GROUP
Above FL075",H24,To enable standard routeing.  FL075 applied due to lower limit on M146.,,EG,09 JUL 2021
LF5820,LFKC,,BTA,"ONLY AVBL FOR TFC
1.ARR LFKG/KS
2.Via LIRRCTA",H24,connection to nearby aerodromes,,LF,03 SEP 2021
LF5822,LFKC,,BEBEV,"ONLY AVBL FOR TFC
ARR LFKJ",H24,connection to nearby aerodrome,,LF,03 SEP 2021
LF5823,LFKC,,ABRON,,H24,To enable connection via BALEN or CIRTA,,LF,03 SEP 2021
LF5818,LFKB,,NORKA,"ONLY AVBL FOR TFC
ARR LFKC",H24,connection to nearby airport,,LF,03 SEP 2021
LL5523,LLBG,"SALAM , TOMAL",,"NOT AVBL FOR TFC
crossing LL - LC boundary",H24,"To force traffic via correct SID (SUVAS, DAFNA, MERVA)",,LL,13 JUL 2021
LY5521,LYPG,NIK,,"ONLY AVBL FOR TFC
via GACMO, LYBAW",H24,To preserve segregation of arriving and departing flows for LYPG in SECSI FRA,,LY,29 OCT 2021
LY5522,LYTV,NIK,,"ONLY AVBL FOR TFC
via GACMO, LYBAW",H24,To preserve segregation of arriving and departing flows for LYTV in SECSI FRA,,LY,29 OCT 2021
LY5523,LYTV,KOFER,,"ONLY AVBL FOR TFC
via (LDZOS, LDDUTMA)
------
NOT AVBL FOR TFC
via PINUK",H24,"To preserve segregation of arriving and departing flows for LYTV in SECSI FRA
Traffic via PINUK should use LASTI SIDs",,LY,29 OCT 2021
UK5503,UKBB,GOTAP,,"ONLY AVBL AND COMPULSORY FOR TFC
via GOTAP P142 LULAP",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
UK5501,UKBB,BO,,"ONLY AVBL AND COMPULSORY FOR TFC
via BO L76 ARPOD",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
UK5534,UKKK,GOTAP,,"ONLY AVBL AND COMPULSORY FOR TFC
via GOTAP P142 LULAP",H24, FRA Departure Connecting Route,,UK,01 OCT 2021
LR5588,LRSB,ULMIN,,"NOT AVBL FOR TFC
DEP LRSB
except
Via ULMIN DCT TIXIP",H24,To facilitate FRA operation,,LR,18 JUL 2021
LR5573,LROP/LRBS,NETUL,,"NOT AVBL FOR TFC
DEP LROP/LRBS 
Via LBSRCTA 
Except via NETUL DCT/Z930 RIVOS","MON..FRI
07:00..21:00
(06:00..20:00)","To maintain segregated traffic flows and reduced complexity during FRA operation.
",,LR,04 AUG 2021
LR5520,LRCV,,LELTI,"NOT AVBL FOR TFC
DEP LRCV
Except
Via LELTI DCT/Y88 ANASA",H24,"To facilitate FRA operations
To provide connectivity from AD with no published SID",,LR,04 AUG 2021
LR5519,LRCV,,PEMOK,"NOT AVBL FOR TFC
DEP LRCV
Except
1. Via PEMOK DCT/T285 VAMON
2. Via PEMOK DCT/T899 TOSVI",H24,"To facilitate FRA operations
To provide connectivity from AD with no published SID",,LR,04 AUG 2021
LR5565,LRCV,,BACAM,"NOT AVBL FOR TFC
DEP LRCV
Except
Via BACAM DCT/T226 SODGO",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5508,LRBC,,REDKU,"NOT AVBL FOR TFC
DEP LRBC
Except
Via REDKU DCT/Z650 MIKVI",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5509,LRBC,,KENUX,"NOT AVBL FOR TFC
DEP LRBC
Except
Via KENUX DCT/T74 FOCSA",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5514,LRBM,,GUNKA,"NOT AVBL FOR TFC
DEP LRBM
Except
Via GUNKA DCT/T995 RUMUK",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5515,LRBM,,UBASA,"NOT AVBL FOR TFC
DEP LRBM
Except
Via UBASA DCT/T33 REPTO",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5516,LRBM,,SOMET,"NOT AVBL FOR TFC
DEP LRBM
Except
Via SOMET DCT/T33 SAT",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5521,LRIA,ARPIG,,"NOT AVBL FOR TFC
DEP LRIA
Except
Via ARPIG DCT/P133 TOMUC",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5527,LRSM,,TISAD,"NOT AVBL FOR TFC
DEP LRSM
Except
Via TISAD DCT/M423 ROMAG",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5528,LRSM,,JIBOU,"NOT AVBL FOR TFC
DEP LRSM
Except
Via JIBOU DCT/T90 ANAVU",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5530,LRSM,,SOMET,"NOT AVBL FOR TFC
DEP LRSM
Except
Via SOMET DCT/T33 UBASA",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5532,LRSV,TOMUC,,"NOT AVBL FOR TFC
DEP LRSV
Except
Via TOMUC DCT/P133 ARPIG",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5534,LRTC,,DANUL,"NOT AVBL FOR TFC
DEP LRTC
Except
Via DANUL DCT/T77 PILAT",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5535,LRTC,,TURIR,"NOT AVBL FOR TFC
DEP LRTC
Except
Via TURIR DCT/L130 CETUL",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5536,LRTC,,LOBKI,"NOT AVBL FOR TFC
DEP LRTC
Except
Via LOBKI DCT/L130 BADKA",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5510,LRBC,,DIRCO,"NOT AVBL FOR TFC
DEP LRBC
Except
Via DIRCO DCT/Z650 POGAV",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5511,LRBC,,GUXVA,"NOT AVBL FOR TFC
DEP LRBC
Except
Via GUXVA DCT/T74 ABOLO",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5512,LRBC,,SALAC,"NOT AVBL FOR TFC
DEP LRBC
Except
Via SALAC DCT/T4 ADMEC",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5513,LRBC,,BCU,"NOT AVBL FOR TFC
DEP LRBC
Except
Via BCU DCT/T4 PELES",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5575,LRBC,,IBGIR,"NOT AVBL FOR TFC
DEP LRBC
Except
Via IBGIR DCT/Z924 APTAN",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5576,LRBC,,GAROC,"NOT AVBL FOR TFC
DEP LRBC
Except
Via GAROC DCT/Z933 INBID",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5517,LRBM,,TAFRO,"NOT AVBL FOR TFC
DEP LRBM
Except
Via TAFRO DCT/T995 OKLIV",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5518,LRCV,,TITEK,"NOT AVBL FOR TFC
DEP LRCV
Except
Via TITEK DCT/Z938 LAMIT",H24,"To facilitate FRA operations
To provide connectivity from AD with no published SID",,LR,04 AUG 2021
LR5522,LRIA,ABOLO,,"NOT AVBL FOR TFC
DEP LRIA
Except
Via ABOLO DCT/T74 GUXVA",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5525,LROD,,RUPUG,"NOT AVBL FOR TFC
DEP LROD
Except
Via RUPUG DCT/Y559 CONWI",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5526,LROD,,TUVNU,"NOT AVBL FOR TFC
DEP LROD
Except
Via TUVNU DCT/M423 AGMEL",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5577,LROD,,BAVMA,"NOT AVBL FOR TFC
DEP LROD
Except 
Via BAVMA DCT/Z942 BUXLE",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5578,LROD,,ORXIK,"NOT AVBL FOR TFC
DEP LROD
Except 
Via ORXIK DCT/Z941 OBARA",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5529,LRSM,,SAT,"NOT AVBL FOR TFC
DEP LRSM
Except
1. Via SAT DCT/M423 RUMUK
2. Via SAT DCT/T33 KARIL",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5531,LRSV,PASKA,,"NOT AVBL FOR TFC
DEP LRSV
Except
Via PASKA DCT/T4 ADMEC",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5533,LRTC,,DUNAV,"NOT AVBL FOR TFC
DEP LRTC
Except
Via DUNAV DCT/Z934 GLT",H24,To facilitate FRA operations,,LR,04 AUG 2021
LR5537,LRTC,,REBDI,"NOT AVBL FOR TFC
DEP LRTC
Except
Via REBDI DCT/Z935 RIPGA",H24,To facilitate FRA operations,,LR,04 AUG 2021
EN5530,ENGM,,"ATLAP,EVTOG,MASEV,OKSAT,RIBBE,VIPPA","NOT AVBL FOR TFC
Type (D1, D2, D3, D4, O1, O2, O3, O4) equipped 
With RFL above FL095",H24,RNAV1/RNP1 equipped flights shall file via published SID if RFL above FL095,,EN,03 SEP 2021
LF5771,LFBP,,LMB,"ONLY AVBL FOR TFC
with ARR LFBP/BT/DH/BM",H24,Airport connectivity,,LF,01 OCT 2021
LS5595,LSNB,,"LS105, UMTOP","ONLY AVBL FOR TFC
acft-type helicopter",H24,To provide connectivity from AD to LFN.,,LS,14 APR 2022
EV5502,EVRA,"AMOLI, ASKOR, BERIL, ERIVA, LAPSA, SAKTA, SOKVA, TENSI, TUSAS, VALED, VANAG",,"COMPULSORY FOR TFC
DEP EVRA
except ARR EVRA with flt-type M, X",H24,to facilitate traffic,,EV,31 AUG 2021
UK5500,UKBB,TUVOG,,"ONLY AVBL AND COMPULSORY FOR TFC
via  TUVOG M856  KUVAL",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
UK5502,UKBB,KUROS,,"ONLY AVBL AND COMPULSORY FOR TFC
via KUROS [M986 IRBOL], [N180 ELNIK]",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
UK5509,UKBB,KAFEL,,"ONLY AVBL AND COMPULSORY FOR TFC
via KAFEL [P27/N164 LAPVA], [T731 OKROT]",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
UK5533,UKKK,BASOR,,"ONLY AVBL AND COMPULSORY FOR TFC
via BASOR [M856 SULUM ],[M850 TABAV], [L33 DEMER], [M141 VESEL]",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
UK5535,UKKK,KAFEL,,"ONLY AVBL AND COMPULSORY FOR TFC
via KAFEL [P27/N164 LAPVA], [T731 OKROT]",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
UK5536,UKKK,KUROS,,"ONLY AVBL AND COMPULSORY FOR TFC
via KUROS [M986 IRBOL], [N180 ELNIK]",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
UK5540,UKKK,SLV,,"ONLY AVBL AND COMPULSORY FOR TFC
via  SLV M854 VESEL",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
UK5546,UKBB,BASOR,,"ONLY AVBL AND COMPULSORY FOR TFC
via BASOR [M141 VESEL], [M856 SULUM], [M850 TABAV], [L33 DEMER]",H24,FRA Departure Connecting Route,,UK,01 OCT 2021
LF5846,LFMH,,OTROT,"ONLY AVBL FOR TFC
via BEPER",H24,Airport connectivity,,LF,29 OCT 2021
LF5848,LFMH,,LATAM,"ONLY AVBL FOR TFC
via MTL/NISAR",H24,Airport connectivity,,LF,29 OCT 2021
LF5853,LFLC,,BELVU,"ONLY AVBL FOR TFC
ARR LFMH",H24,To enable connectivity from LFLC to nearby aerodrome,,LF,29 OCT 2021
LF5635,LFST,,HW808,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connection between LFN and hospital.,,LF,29 OCT 2021
LF5626,LFWM,,WM802,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connection between LFN and hospital,,LF,29 OCT 2021
LF5552,LFMQ,,LACAZ,"ONLY AVBL FOR TFC
ARR LFMA/MO/MV/MY/NE/NT",H24,To enable connectivity from LFMQ to nearby airports,,LF,29 OCT 2021
LF5685,LFMQ,,BIRGO,"ONLY AVBL FOR TFC
ARR LFMD/MN/TZ",H24,To enable connectivity from LFMQ to nearby airport,,LF,29 OCT 2021
LF5510,LFMQ,,LIPSU,"ONLY AVBL FOR TFC
ARR LFML",H24,To enable connectivity from LFMQ to nearby airport,,LF,29 OCT 2021
LF5762,LFMQ,,TINOT,,H24,To enable connectivity from LFMQ ,,LF,29 OCT 2021
EG5733,EGSH,,OTR,"ONLY AVBL FOR TFC
VIA NATEB
ARR EGPD",H24,"to facilitate route via OTR - NATEB - ADN when ATSOCs is available, route is outside CAS",,EG,29 OCT 2021
LF5779,LFMA/ LFMQ / LFMV,,GEMKO,"ONLY AVBL FOR TFC
ARR LFMQ",H24,Connection to nearby AD ,,LF,29 OCT 2021
EG5736,EGHE,,DOLUR,,H24,To facilitate flight planning,,EG,29 OCT 2021
EE5514,EETN,,FUCPO/LEFSE/MUHMU/WALHE,"ONLY AVBL FOR TFC
acft-type helicopter",H24,Only available for helicopters,,EE,18 OCT 2021
LF5661,LFRZ,,"NTS,ERBIN,ERIGA",,H24,to force use of SID when available,,LF,26 NOV 2021
LF7001,LFMN,RUBAS,,"ONLY AVBL FOR TFC
with RFL above FL195 at RUBAS
Via LFMMDD",H24,"Flow organization
RFL: AIP AD2 LFMN",,LF,26 NOV 2021
EG5515,EGPE,,FINDO,"NOT AVBL FOR TFC
via (ELBUS, HAVEN, TLA)",H24,To ensure correct route orientation.,,EG,09 NOV 2021
GC5572,GCRR,,BIMBO,"NOT AVBL FOR TFC
except
1. ARR LPMA/PS, AZORES_GROUP
2. type B38M/B39M","SAT, SUN H24","No SID available expect routing via SARAY-BIMBO.
European traffic normally not allowed, except in certain circumstances previously reported by AIM.",,GC,08 NOV 2021
GC5579,GCFV,,BIMBO,"NOT AVBL FOR TFC
except
1. ARR LPMA/PS, AZORES_GROUP
2. type B38M/B39M","SAT, SUN H24","No SID available expect routing via TADEK-SARAY-BIMBO.
European traffic normally not allowed, except in certain circumstances previously reported by AIM.",,GC,08 NOV 2021
EG5581,EGAE,,BELZU,"COMPULSORY FOR TFC
Via DUFFY, PEPOD, WAL",H24,To enforce correct routeings.,,EG,09 NOV 2021
EG5632,EGAB,,BELZU,,H24,To enable correct routeings.,,EG,09 NOV 2021
EG5662,EGAA,,"BELZU,BLACA,LISBO",,H24,To enable correct routeings.,,EG,09 NOV 2021
EGLF5502,EGJA,,"GUR, JSY","NOT AVBL FOR TFC
Except ARR (EGJB, EGJJ)",H24,To enable/enforce correct departure routeings.  To enable inter-island traffic.,,"EG, LF",26 NOV 2021
EGLF5503,EGJB,,"AGANO, GULDA, KETIK, LUSIT, MINQI, ORIST, ORTAC, ORVAL, SKERY, TUNIT",,H24,To enable/enforce correct departure routeings,,"EG, LF",26 NOV 2021
EGLF5504,EGJB,,LERAK,"NOT AVBL FOR TFC
except via 
DIN, UPALO, BADUR",H24,To enable/enforce correct departure routeings,,"EG, LF",26 NOV 2021
EGLF5505,EGJB,,"ALD, JSY","NOT AVBL FOR TFC
Except ARR (EGJA, EGJJ)",H24,To enable/enforce correct departure routeings.  To enable inter-island traffic.,,"EG, LF",26 NOV 2021
EGLF5506,EGJJ,,"AGANO, GULDA, KETIK, LUSIT, MINQI, ORIST, ORTAC, ORVAL, SKERY, TUNIT",,H24,To enable/enforce correct departure routeings,,"EG, LF",26 NOV 2021
EGLF5507,EGJJ        ,,LERAK,"NOT AVBL FOR TFC
except via 
DIN, UPALO, BADUR",H24,To enable/enforce correct departure routeings,,"EG, LF",26 NOV 2021
EGLF5508,EGJJ,,"ALD, GUR","NOT AVBL FOR TFC
Except ARR (EGJA, EGJB)",H24,To enable/enforce correct departure routeings.  To enable inter-island traffic.,,"EG, LF",26 NOV 2021
EN5505,ENCN,,SVA,"ONLY AVBL FOR TFC
1. ARR KJEVIK_GROUP
2. Type Helipcopter",H24,To facilitate correct DEP traffic flow,,EN,10 NOV 2021
EH5501,EHAM,"WOODY3W,KUDAD2E,KUDAD2F,KUDAD2G,KUDAD2N,KUDAD2P,KUDAD2R,KUDAD2T,KUDAD2V,KUDAD2Z,KUDAD3S,LARAS2X",,"NOT AVBL FOR TFC
ARR BRUSSELS_GROUP
Except with
RFL170/RFL150/FL130/FL110/FL090/FL070",H24,To facilitate correct DEP/ARR traffic flow,level limitations in line with N872,EH,24 DEC 2021
EH5507,EHGG,,"HECTI, OMFAR","ONLY AVBL FOR TFC
flt-type(X)",H24,To facilitate training flights,,EH,24 DEC 2021
EH5511,EHBD/BK/EH,TENLI,,"ONLY AVBL FOR TFC
ARR EHGG, EHLE",H24,Traffic flow conforming AIP remarks,,EH,24 DEC 2021
LF5524,LFMN,,STP,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LFTZ/LFMC",H24,To comply with FDPS and local roundabout,,LF,24 DEC 2021
LF7007,LFMD/LFTZ,,STP,"ONLY AVBL FOR TFC
ARR LFMC",H24,To enable connectivity to LFMC,,LF,24 DEC 2021
LF7008,LFTF,,CUERS/ADITA,"COMPULSORY FOR TFC
With RFL above FL115 in LFMMCTA",H24,To enable connectivity from LFTF,,LF,24 DEC 2021
LF7011,LFTH/LFTZ,,CUERS,"ONLY AVBL FOR TFC
ARR LFTF",H24,To enable connectivity to LFTF,,LF,24 DEC 2021
LF7012,LFML,,TRETS,"ONLY AVBL FOR TFC
ARR LFTF",H24,To enable connectivity to LFTF,,LF,24 DEC 2021
LF7013,LFMF,,STP/AMIRO/RAPED,,H24,To enable connectivity from LFMF,,LF,24 DEC 2021
LF7016,LFMF,,BIRGO,"ONLY AVBL FOR TFC
ARR LFMN/LFMD/LFTZ",H24,To enable connectivity from LFMF,,LF,24 DEC 2021
EN5580,ENTC,MOKAX,,"ONLY AVBL FOR TFC
1. ARR ES**/ENDU
2. VIA ULLLFIR/EFINFIR/EETTFIR/EVRRFIR/EYVLFIR/UMKKFIR/EPWWFIR",H24,To facilitate correct DEP traffic flow,,EN,26 NOV 2021
EN5581,ENDU,POBEL / RIXEM,POBEL / RIXEM,"ONLY AVBL FOR TFC
Flight type S
Except
1. ARR ES**
2. VIA ULLLFIR/EFINFIR/EETTFIR/EVRRFIR/EYVLFIR/UMKKFIR/EPWWFIR",H24,To facilitate correct DEP traffic flow,,EN,26 NOV 2021
LF5933,LFRH,,IDRIK,"NOT AVBL FOR TFC
via LFFRANW
Except via 
1.NENEM,DELOG
2.IDRIK and-then NOVAN and-then GALOF
3.RATUF with type M",H24,To organize departing traffic in LFFRANW,,LF,24 DEC 2021
LF5751,LFMQ,,TRETS,"ONLY AVBL FOR TFC
ARR LFTH/LFTF",H24,To enable connectivity from LFMQ to nearby airport,,LF,24 DEC 2021
LG5512,LGSA,,SUD,,H24,to enable connectivity,,LG,07 DEC 2021
LS5580,LSZH,VEBIT,,"COMPULSORY FOR TFC
ARR LSZB, LSZC, LSZG, LSMA, LSME",H24,To avoid inventive flight planning. Traffic shall file via VEBIT SID and then VIA T544 to WIL.,,LS,10 DEC 2021
LF5684,LFLG,,LTP,"COMPULSORY FOR TFC
Via LFMMLYO above FL115",H24,FDPS limitation,,LF,06 JAN 2022
LS5596,LSGG,DIPIR / SIROD,,"COMPULSORY FOR TFC
Via LFFFUJ",H24,To use the correct SID,,LS,20 JAN 2022
LS5597,LSZH,WIL,,"NOT AVBL FOR TFC
DEP LSZH",H24,Traffic is not allowed to file WIL SID. Traffic to WIL shall file VEBIT SID and then via T544 to WIL.,,LS,20 JAN 2022
EN5521,FARRIS_GROUP,ELVOM,,"NOT AVBL FOR TFC
DEP FARRIS_GROUP
Except
1.Via ELVOM [M125 LILBA] / [DCT LULIL DCT LILBA] / [DCT/P850 ROGED] / [DCT XIDMI] 
2. Via ELVOM [M125 LILBA DCT AMOXA DCT VEVOD] / [DCT/M125 LULIL DCT/M125 LILBA DCT AMOXA DCT VEVOD]",H24,"To facilitate correct DEP traffic flow
2. Route to be filed when END568Z is active",,EN,16 FEB 2022
EN5523,ENGM,RIBBE,,"NOT AVBL FOR TFC
DEP ENGM
Except
1. Via  RIBBE [Z125 SOMUB] / [DCT/Z125] GIGNI [DCT/Z125] SOMUB / [DCT EGAGO] / [DCT AMOXA DCT VEVOD DCT SOMUB]
2. ARR ENOL/ENRO/ENSB
3. ARR ENVA via RIBBE [DCT/Z125] GIGNI [DCT/Z320] VEVOD] / [DCT AMOXA DCT VEVOD]",H24,To facilitate correct DEP traffic flow,,EN,16 FEB 2022
LF5662,LFEY,,"EPIXO,TIRAV,LUTAS,LUGEN",,H24,"To allow better connectivity with upper airspace
",,LF,16 FEB 2022
LF7014,LFOO,,"NORMI, EPIXO, NTS, TIRAV",,H24,"To allow better connectivity with upper airspace
",,LF,16 FEB 2022
LF5994,LFAT,,"ABB, RUCAC",,H24,to allow connection to network following omnidirectional procedure,RUCAC added following ING removal,LF,26 JAN 2022
LF7018,LFMH,,BELEP/MURRO,,H24,airport connectivity.,,LF,16 FEB 2022
LF7023,LFMI,,SALIN,"ONLY AVBL FOR TFC
1. via FJR
2. ARR LFML/LFMT/LFMU/LFTH/LFTW",H24,Airport connectivity,,LF,18 MAR 2022
LF7026,LFMI,,MTG,"ONLY AVBL FOR TFC
ARR LFMY",H24,To enable connectivity from LFMI to nearby airport,,LF,18 MAR 2022
LF7027,LFMI,,ALM,"ONLY AVBL FOR TFC
ARR LFMA",H24,To enable connectivity from LFMI to nearby airport,,LF,18 MAR 2022
LF7028,LFMI,,TRETS,"ONLY AVBL FOR TFC
ARR LFMC/LFMF/LFTF",H24,To enable connectivity from LFMI to nearby airport,,LF,18 MAR 2022
LF7030,LFMA,,ALM,"ONLY AVBL FOR TFC
ARR LFMI",H24,To enable connectivity to LFMI from nearby airport,,LF,18 MAR 2022
ES5523,ESKN,INGIS,,"NOT AVBL FOR TFC
Above FL095
DEP ESKN
Crossing ESAAFIR-EPWWFIR boundary","15 SEP ..01 APR  
MON..WED 07:30..15:00
(06:30..14:00)
THU 07:30..21:00(06:30..20:00)
FRI 07:30..11:00 (06:30..10:00)
01 APR ..15 SEP  
MON..THU 07:30..15:00
(06:30..14:00)
FRI 07:30..11:00 (06:30..10:00)
","To facilitate correct DEP traffic flow during military operations hours.
Oestgoeta TMA",,"ES, NM",08 FEB 2022
LE5646,LEMH,MEROS,,"COMPULSORY FOR TFC
ARR EG**, EI**",H24,"Traffic allocation between Palma and Barcelona TMA
See Route Restriction LE2399",,LE,16 FEB 2022
LF5834,LFBH,OLERO,,"COMPULSORY FOR TFC
via LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via OLERO A25 ROYAN DCT CNA DCT LMG
2. via OLERO A25 ROYAN DCT CNA DCT UVELI DCT SECHE
3. via OLERO A25 BMC DCT VAVIX DCT BTZ [DCT/R10] URUNA
4. via OLERO A25 BMC DCT VAVIX DCT NETUK",H24,"Airport connectivity
----
to organize DEP in LFFRASW","Other SID only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
ROYAN DCT CNA, VAVIX DCT BTZ: MEA-UNL
Other DCTs: FL195-UNL",LF,25 APR 2022
