ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date"
LE3171,,,,SVL,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT FROM SVL EXC VIA SVL DCT (AMOTA, CLANA, HIJ, MAR, OXACA, PIMUR, SANTA, VJF)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
CLANA: LEMO (D), LEZL (D)
HIJ: LEBZ (AD), LEJR (AD), LEMO (AD), LERT (D), LEZL (AD)
MAR: LEGR (AD), LEJR (A), LEMO (A), LEZL (AD)
OXACA: LEJR (D)
SANTA: LEBZ (AD), LEJR (D), LEMO (D)
SVL: LEBZ (A), LEGR (D), LEJR (A), LEMG (AD), LERT (A)
VJF: LEMG (A), LEMO (AD), LERT (D), LEZL (AD)
AMOTA: LEBA (AD)",,LE,21 JUL 2023
LE3282,,,,VULPE,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT TO VULPE EXC VIA (ALCOL, AMOTA, CRISA) DCT VULPE",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
ALCOL: LEMO (D), LERT (AD)
VULPE: LEGR (A), LEMG (A)
AMOTA: LEBA (AD)",,LE,21 JUL 2023
LE3283,,,,VULPE,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT FROM VULPE EXC VIA VULPE DCT (ALCOL, AMOTA, MAR)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
ALCOL: LEMO (D), LERT (AD)
MAR: LEGR (AD), LEJR (A), LEMO (A), LEZL (AD)
VULPE: LEGR (A), LEMG (A)
AMOTA: LEBA (AD)",,LE,21 JUL 2023
LE2054,,,,ALCOL,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT TO ALCOL EXC VIA (KUKAL, MAR, VULPE) DCT ALCOL",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
ALCOL: LEMO (D), LERT (AD)
MAR: LEGR (AD), LEJR (A), LEMO (A), LEZL (AD)
VULPE: LEGR (A), LEMG (A)
KUKAL: LEBA (AD)",,LE,21 JUL 2023
LE2203,,,,BLN,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT FROM BLN EXC VIA BLN DCT (ANZAN, BAZAS, KUKAL, MAR, MGA, MORAL, TINEK, YES)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
BAZAS: LEGR (AD)
BLN: LEGR (AD), LEMG (AD), LEMO (A), LEZL (A)
MAR: LEGR (AD), LEJR (A), LEMO (A), LEZL (AD)
MGA: LEGR (AD), LEJR (AD), LEMO (AD), LERT (AD)
MORAL: LEMD (A), LETO (A)
YES: LEAL (D)
KUKAL: LEBA (AD)",,LE,21 JUL 2023
LE2204,,,,BLN,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT TO BLN EXC VIA (ANZAN, BAZAS, KUKAL, MGA, TINEK, YES) DCT BLN",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
BAZAS: LEGR (AD)
BLN: LEGR (AD), LEMG (AD), LEMO (A), LEZL (A)
MGA: LEGR (AD), LEJR (AD), LEMO (AD), LERT (AD)
YES: LEAL (D)
KUKAL: LEBA (AD)",,LE,21 JUL 2023
LE2707,,,,KUKAL,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT TO KUKAL EXC VIA (ALCOL, BLN, MAMIS) DCT KUKAL",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
ALCOL: LEMO (D), LERT (AD)
BLN: LEGR (AD), LEMG (AD), LEMO (A), LEZL (A)
MAMIS: LEZL (A)
KUKAL: LEBA (AD)",,LE,21 JUL 2023
LE2708,,,,KUKAL,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT FROM KUKAL EXC VIA KUKAL DCT (ALCOL, BLN, MAMIS)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
ALCOL: LEMO (D), LERT (AD)
BLN: LEGR (AD), LEMG (AD), LEMO (A), LEZL (A)
MAMIS: LEZL (A)
KUKAL: LEBA (AD)",,LE,21 JUL 2023
LE2781,,,,MAMIS,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT TO MAMIS EXC VIA (BAZAS, KUKAL, YES) DCT MAMIS",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
BAZAS: LEGR (AD)
MAMIS: LEZL (A)
YES: LEAL (D)
KUKAL: LEBA (AD)",,LE,21 JUL 2023
LE2782,,,,MAMIS,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT FROM MAMIS EXC VIA MAMIS DCT (BAZAS, BUDIT, KUKAL, YES)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
BAZAS: LEGR (AD)
BUDIT: LEZL (D)
MAMIS: LEZL (A)
YES: LEAL (D)
KUKAL: LEBA (AD)",,LE,21 JUL 2023
LE2055,,,,ALCOL,"NOT AVBL FOR TFC
BTN FL245-FL660 VIA DCT FROM ALCOL EXC VIA ALCOL DCT (KUKAL, LOGRO, VULPE)",H24,S,To ban operations outside legacy ATS routes during HISPAFRA implementation phase 1.,"Initial FRA structural constraint
for HISPAFRA implementation phase 1.

HISPAFRA AD relevance summary by point:
ALCOL: LEMO (D), LERT (AD)
VULPE: LEGR (A), LEMG (A)
KUKAL: LEBA (AD)",,LE,21 JUL 2023
ED3725,,,,EDUUUTAE,"NOT AVBL FOR TFC
ARR ESMS 
EXC VIA
1. KUBAB P12 ARGAD Z400 BAKLI
2. (SODRO, VIBIS) DCT ADUKI Z400 BAKLI
3. MASOR M725 KOGIM M44 ARGAD Z400 BAKLI
4. USEDU M602 KOGIM M44 ARGAD Z400 BAKLI",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDWWACC)",ED,22 JUL 2023
ED3726,,,,EDUUUTAE,"NOT AVBL FOR TFC
ARR ESMK 
EXC VIA
1. KUBAB AND THEN ARGAD Z400 BAKLI
2. KENIG - ADUKI AND THEN ARGAD Z400 BAKLI
3. SODRO - ADUKI and then ARGAD Z400 BAKLI 
4. MASOR AND THEN ARGAD Z400 BAKLI",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDWWACC)",ED,22 JUL 2023
ED3727,,,,EDUUOSE1O,"NOT AVBL FOR TFC
DEP (EKCH, EKRK)
EXC VIA
1. SALLO M736 PEROM DCT NUVEN
2. SALLO M736 BAKDO
3. SALLO M44 KOGIM
4. EPWWCTA AND THEN PESEL
   ABV FL285 AT PESEL
5.  EDYYUTA AND THEN (NEBUN, BUMIL) AND THEN EDUUHVL1H",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDWWACC)",ED,22 JUL 2023
ED3729,,,,EDUUOSE1O,"NOT AVBL FOR TFC
DEP EKRN 
EXC VIA
1. UNGAV-NONSA AND THEN 
   (GASBO, NUVEN, BAKDO, KOGIM)
2. EPWWCTA AND THEN PESEL 
   ABV FL285 AT PESEL
3. EDYYUTA AND THEN (NEBUN, BUMIL) AND THEN EDUUHVL1H",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDWWACC)",ED,22 JUL 2023
ED3732,,,,"(EDUUALP1L, EDUUCHI1K)","NOT AVBL FOR TFC
ARR (LIPA, LIPH, LIPO, LIPX, LIPZ)
EXC VIA 
1. GAMSA N871 MADEB M738 TIRUL
2. BATUB M738 TIRUL
3. BERAS  M736 LIZUM",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3738,,,,"(EDUUDON1D, EDUUISA1I, EDUUALP1L, EDUUERL1R)","NOT AVBL FOR TFC
ARR LOWS
EXC VIA
1. UTABA L607 XEBIX N871 BADVI L725 UNKEN
2. HAREM T104 WLD
    BLW FL315 AT DKB
3. ARMUT T703 ARBAX
    BLW FL315 AT TIVDA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace. (LoA and OLDI requirement, listed sectors above FL315)
Further restriction during SKI Saturdays apply (ED2252).",,"(EDUUUAC,
EDMMACC",ED,22 JUL 2023
ED3739,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EHTW
EXC VIA
1. EDUUOHAP AND THEN (KEGAB, ROBEG) 
2. TESDU T852 KULIX T845 ADEMI Z850 HMM L602 RKN
3. PILAM T843 ARNIX T852 KULIX T845 ADEMI Z850 HMM L602 RKN
4. LOHRE Z850 HMM L602 RKN",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDGGACC)",ED,22 JUL 2023
ED3741,,,,"(EDUUDON1D, EDUUISA1I, EDUUALP1L, EDUUERL1R)","NOT AVBL FOR TFC
ARR LOWL
EXC VIA
1. TULSI N871 BADVI L725 UNKEN
2. DINKU DCT BESNI L605 BIBAG Q104 AKIMA
3. ARMUT T703 DEXIT",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
(LoA and OLDI requirement, listed sectors above FL315)",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3760,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR LSZB
EXC VIA
1. KPT - RAVED
   EXC VIA EDUUDON1D
2. NATOR",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3761,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR (LSZS, LSZL)
EXC VIA
1. BATUB below FL315 at BATUB
2. (BAVAX, DOSEL, TRAUN) - MANAL
   AND THEN VIA EDMMCTA
3. NATOR",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3766,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDTD
EXC VIA
1. KPT - RAVED
2. BRENO M726 MAH L173 RIDAR
2. (ABUKA, SUNEG) AND THEN KRH N850 NATOR
3. DKB N869 TEDGO T724 EMKIL",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC,
EDGGACC )",ED,22 JUL 2023
ED3770,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDDC 
EXC VIA
1. KOMIB L984 KULOK Z715 NOKSI
2. RATMO Z998 OSKAN
3. IDOBA M725 KOBUS
4. RUDNO L132 AGNAV",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC,
EDWWACC )",ED,22 JUL 2023
ED3772,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDAC 
EXC VIA
1. EDUUNTM1N AND THEN MASEK T278 TAMEB T955 GOXLI
2. EDUUTGO1T, EDUUSLN1S AND THEN TIKNI T279 TAMEB T955 GOXLI 
3. SUVAL M736 BARAP
4. IDOBA M725 OBANI Z36 BEBKU Z220 BEBEX
5. ERNAS M726 LASGA T202 SULED",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC,
EDWWACC)",ED,22 JUL 2023
ED3773,,,,"(EDUUHVL1H, EDUUSAL1A, EDUUSPE1P, EDUUERL1R, EDUUDON1D)","NOT AVBL FOR TFC
ARR EDAB 
EXC VIA
1. KOMIB L984 KULOK Z715 NOKSI
2. RATMO Z998 OSKAN
3. IDOBA M725 EBASA
4. EDUUDON1D AND THEN VIA LK",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC,
EDWWACC)",ED,22 JUL 2023
ED3775,Y133,BIBAG,SELAR,,"ONLY AVBL FOR TFC
DEP EDDM",H24,S,to get early separation between DEP EDDM towards northeast and ARR LKPR,,EDMMACC,ED,22 JUL 2023
ED3776,Y133,SELAR,BEPAS,,"ONLY AVBL FOR TFC
DEP (EDDM, LOWS)",H24,S,to get early separation between DEP EDDM/LOWS towards northeast and ARR LKPR,,EDMMACC,ED,22 JUL 2023
ED3717,,,,EDUUUTAC,"NOT AVBL FOR TFC
ARR METZ_GROUP, LFSF
EXC VIA
1. LOHRE DCT BOMBI DCT IDOVI Z104 AGBUL
2. XAROL N850 GISEM Z10 RUDUS",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace ensuring LoA and OLDI requirements.
For listed DCTs EDUUFRAW refers (H24, MIN F245).",,"(EDUUUAC,
EDGGACC)",ED,22 JUL 2023
ED3753,,,,EDUUUTAC,"NOT AVBL FOR TFC
ARR (EDLE, EDKZ)
EXC VIA
1. HAREM DCT LOHRE Z99 FUL T850 LAMOP T842 EBANA 
2. (DIMSU, TESDU, PILAM) AND THEN DEMAB T842 EBANA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3754,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDVK
EXC VIA
1. EMGOD L607 UBIDU L984 RUDUS Z10 GISEM N850 XAROL
2. HAREM DCT LOHRE Z99 ELNAT  
3. RUDNO L604 DEMAB 
    BLW FL305 BTN RODIS AND SULUS AND THEN
    BLW FL245 BTN GORKO AND DEMAB
4. ERNAS M726 ANELA L604 DEMAB
    BLW FL305 BTN UPALA AND SULUS AND THEN
    BLW FL245 BTN GORKO AND DEMAB
5. XNG EDUUOSE1O-EDYYUTA BDRY
6. (GILAS, XIGRI, SUBIX, GOVEN) AND THEN HLZ 
7. (HDO, LASIS, NAROX, RENDO) AND THEN KOSIX
7. ESIKA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3709,,,,EDUUUTAC,"NOT AVBL FOR TFC
ARR EDDV 
EXC VIA
(SOGMI, LOHRE, ALIBU, GASKA)
AND THEN MASEK Z99 ELNAT
BLW FL245 AT ELNAT",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,EDUUUAC,ED,22 JUL 2023
ED3720,,,,"(EDUUSAL1A, EDUUSPE1P, EDUUERL1R)","NOT AVBL FOR TFC
DEP (EDDK, EDDL, EDLW)
EXC VIA
1. (HLZ, POVEL) ABV Fl285 AND THEN EDUUHVL1H
2. (ABGUS, ZUCKA, KUMER, NOMKA) ABV FL315 
    AND THEN EDUUSAL1A
3. BERDI Z21 GALMA
4. BERDI Z21 BIRKA L620 SUVUT
5. (EDUUWUR1Z, EDUUSAL1A) ABV FL315 AND THEN EDUUERL1R",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
(LoA and OLDI requirement, listed sectors above FL315)
Standard transfer (1/2) is EDYYUTA to EDUUSAL1A above FL315 or to EDUUOH above FL285 or above FL315 (5) into EDUUERL1R sector.
Options 3/4 for shortcut at lower FL and stepped climb avoiding EDYYUTA.",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3751,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR (EDLW, EDLA)
EXC VIA
1. HAREM DCT LOHRE Z99 FUL T850 LAMOP T842 EBANA 
2. ([DEXIT, AKOSI) DCT PILAM T843 DEMAB T842 EBANA  
3. RAPET T843 DEMAB T842 EBANA
4. (DIMSU, TESDU) AND THEN DEMAB
    NOT ABV FL315 WITHIN EDUUUTA
5. XNG EDUUOHAP-EDYYUTA BDRY
    AND THEN (KEGAB, SAS)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3724,,,,EDUUUTAE,"NOT AVBL FOR TFC
ARR EKRK 
EXC VIA
1. PENET M602 SONAL
2. MASOR M725 KOGIM M602 SONAL
3. NOBRI M726 ROSOK Q296 NIKDA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDWWACC)",ED,22 JUL 2023
ED3744,,,,"(EDUUALP1L, EDUUCHI1K, EDUUDON1D, EDUUISA1I, EDUUERL1R)","NOT AVBL FOR TFC
DEP LOWI
EXC VIA
1. KPT L856 RAVED
2. KPT L608 KUNOD
3. KOGOL M726 MAH",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes allowing transition to upper airspace. Listed sectors are above FL315.",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3743,,,,"(EDUUALP1L, EDUUCHI1K, EDUUDON1D, EDUUISA1I, EDUUERL1R)","NOT AVBL FOR TFC
DEP LOWS
EXC VIA
1. TRAUN L856 KPT L608 KUNOD
2. TRAUN L856 RAVED
3. GONBA L610 UPALA
4. (NENUM DCT RUDNO) / (LALIN L604 RUDNO) AND THEN 
   a. RUDNO L132 AGNAV
   b. RUDNO M736 AKOSI
   c. RUDNO L604 RODIS
   d. RUDNO T203 TIVDA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes allowing transition to upper airspace. Listed sectors are above FL315.
Note, listed RAD DCT in option 4: FL105-660, H24.",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3736,,,,"(EDUUALP1L, EDUUCHI1K)","NOT AVBL FOR TFC
ARR LIPQ
EXC VIA (GEDSO, UMVEG, KUMOM, RADIZ)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,EDUUUAC,ED,22 JUL 2023
ED3704,,,," (EDUUSAL1A, EDUUSPE1P)","NOT AVBL FOR TFC
ARR EPWR 
EXC VIA
1. KOBUS L986 LASIS
2. BEBKU DCT LASIS",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For DCT in option 2 refer to RAD ANNEX 3B",,"(EDUUUAC,EDMMACC)",ED,22 JUL 2023
ED3707,,,,EDUUUTA,"NOT AVBL FOR TFC
DEP PRAGUE_GROUP
EXC VIA
1. RUDAP P31 DOSEL
2. RUDAP DCT MAMOR DCT UMTEX
3. OKG L984 KULOK Z715 ANELA
4. RAPET Z93 KODUK
5. RAPET T843 PILAM
6.VARIK L602 SODRO DCT KATCE
7. DEKOV Y621 ESLOR M748 RENDO DCT MILGU
8. DEKOV Y621 ESLOR M748 BOLBO
9. DEKOV Y621 GARKI DCT POGAB
    ABV FL315 AT POGAB
10.DEKOV Y621 GARKI DCT POGAB
    ABV FL285 AT POGAB
    AND THEN POGAB Z36 OBANI BTN FL285-FL315
11.DEKOV Y621 EBASA M725 RENKI
     BLW FL285 UNTILL RENKI
     AND THEN VIA RAKIT ABV FL285)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For DCTs in options 2, 6, 7, 9, 10 refer to RAD APP ANNEX 3B
Route option 7-9 climb into EDUUSPE1P sector.
Route option 10 to avoid EDUUSPE1P sector.
Route option 11 to avoid EDUUSPE1P and EDUUHVL1H sectors (higher RFL should be filed at RENKI).",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3711,,,,EDUUUTA,"NOT AVBL FOR TFC
DEP EDDV 
EXC VIA
1. XAROL DCT (BOMBI, SOGMI, SWALM) 
2. XAROL ABV FL245 AND THEN VIA XAROL N850 GISEM
3. WERRA P605 ELNAT ABV FL255 AT ELNAT
4. ASBON DCT ELVET
5. POVEL Z94 GALMA - M736 RELKO /
  T703 NAMUB
6. POVEL Y800 TADUV Z21 OSTRA DCT (MAREM, OMELO)
7. POVEL L986 MAG Z20 ESIKA
8. POVEL L986 KOSIX
9. CEL Q282 BKD L619 VIBIS
10. CEL Q282 BKD P12 KUBAB",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
DCT in option 1 refers to EDUUFRAW (H24, above FL245). Option 4 refers to RAD ANNEX 3B (FL265-660, H24, but limited during day above FL385).
Option 2 via XAROL N850 GISEM is limited by RAD to certain ARR.
Option 6: DCTs refer to EDUUFRAE (H24, FL315-660)",,"(EDUUUAC,
EDWWACC,
EDMMACC)",ED,22 JUL 2023
ED3714,,,,EDUUUTAE,"NOT AVBL FOR TFC
ARR EDDF 
EXC VIA
1. RAPET T170 GAPLA
2. RAPET Z93 KODUK Z12 BARSU
3. EDUUSPE1P AND THEN VIA 
    a. TADUV T178 KERAX
    b. SULED DCT ROBEL T178 KERAX    
    c. SODRO DCT SULUS Z12 BARSU
4. EDUUOH AND THEN VIA
   a.  (KOSIX, PENEK, KUBOG) DCT NIMAB T171 LASTO T178 KERAX   
   b. TOPDI DCT NIMAB T171 LASTO T178 KERAX 
       BLW FL315 AT TOPDI
   c. DIDGI DCT NIMAB T171 LASTO T178 KERAX
      NOT ABV FL315 IN EDUUOH 
  d. (HLZ, POVEL)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Route option 2 - night option see ED2497.
Route option 3 only if coming via EDUUSPE1P (and not via EDUUHVL1H in addition) e.g. via (GOVEN, KORUP, KOBUS, LASIS, RENDO) DCT TADUV
Option 3b RAD ANNEX 3B refers, evening till morning option only (but note ED2564 restriction).
Option 3c only during night (see ED2497) -for listed DCT RAD ANNEX 3B refers (H24, MIN FL215)
Route option 4 if coming from the North (via EDUUOSE1O and/or EDUUHVL1L); for listed DCTs in 4.a. RAD ANNEX 3B refers (different MIN FL and conditions)",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3764,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDTM
EXC VIA
1. KPT
2. SUNEG T715 KRH N850 TUBLO
3. (BERXO, ELNAT) DCT SILWE DCT OSBIT P605 TOSTU Z12 RINEX N850 TUBLO 
4. SULED DCT BAMKI Z94 GORKO T726 TOSTU
5. (IBAGA, AMOSA) AMD THEN 
    DKB N869 TEDGO N851 LEBSO T728 ARSUT",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For DCTs in option 3 EDUUFRAW (FL245-660) and for SILWE DCT OSBIT RAD ANNEX 3B (FL205-660) refers.
DCT in option 4 refer to RAD ANNEX 3B.",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3785,Z54,LAMPU,NOMBO,,"NOT AVBL FOR TFC
ABV FL235
------
ONLY AVBL FOR TFC
DEP  (EDDF, EDFB, EDFC, EDFE, EDFM, EDFZ, EDRY, ETOU)",H24,S,"To segregate departing traffic from transit traffic.
Departing traffic via NOMBO might be allowed at higher FL via LAMPU DCT NOMBO - see RAD ANNEX 3B and connecting route DEP EDDF",,"(EDGGACC,
EDUUUAC)",ED,22 JUL 2023
ED3745,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDDN
EXC VIA
1. LOKTA DCT TEDGO N869 LETKU
2. LADOL DCT TEDGO N869 LETKU
3. ETOLU Z723 KOMIB
4. MAG M736 GALMA 
   BLW FL305 AT GALMA
5. PIKIB Z715 KULOK
6. TADUV L87 TOGRO T202 TABAT Q244 NIBIL
7. BRENO M726 MAH",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace to ensure LoA and OLDI requirements.
DCTs or routings in option 1-3 refer to EDUUFRAW (H24, above FL245), but 2 is timely limited by LSED1128 (night only). 
Route option 4-6 refer to EDUUUTA sectors above FL315.
Note option 6 is timely limited (see ED2009).
Option 7 is limited by EDLI1004 (during summer below FL305) and for further downstream routing see ED3983.",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3767,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR (EDQC, EDQD, EDQM, EDQA)
EXC VIA
1. LOKTA DCT TEDGO N869 DKB
2. LADOL DCT TEDGO N869 DKB
3. ETOLU Z723 KOMIB
4. MAG M736 GALMA
5. TADUV L87 TOGRO T202 TABAT
6. BEBKU Z36 PIKIB Z715 PEROX
7. KOGOL M726 ERNAS",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace. Options 1-3 are located in EDUUUTA sectors above FL245, while 4-7 in sectors above FL315.
For DCTs in option1-2 EDUUFRAW (H24, MIN FL245) refers. The LADOL option is limited to night by RAD LSED1128.
Option 7 is limited by EDLI1004 (in summer below FL305).",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3771,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDDE 
EXC VIA
1. LADOL T163 NELLI Z726 NOTGA N624 NIKUT T726 TOSTU
2. SOGMI T201 SWALM N858 ERSET
3. MAG M736 GALMA BLW FL315 
4. LALIN L604 ANELA M726 NARUS
5. ERNAS M726 NARUS",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC,
EDWWACC)",ED,22 JUL 2023
ED3768,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDQG 
EXC VIA
1. LADOL T163 NELLI Z726 NOTGA
2. EMGOD L607 UBIDU L984 RUDUS
3. (BERXO, ELNAT) DCT SILWE DCT OSBIT P605 TOSTU
4. XAROL N850 BIBTA Z719 OSBIT
5. MAG M736 GALMA
6. BEBKU Z36 PIKIB Z715 PEROX
7. RENKA L610 UPALA
8. BRENO M726 MAH",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For DCTs in option 3 EDUUFRAW (FL245-660) and for SILWE DCT OSBIT RAD ANNEX 3B (FL205-660) refers.",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
