ARR ID,ARR AD,"First PT STAR /
STAR ID",DCT ARR PT,ARR FPL Option,"ARR Time
Applicability","ARR Operational
Goal",ARR Remarks,NAS / FAB,"Release
Date"
LE5583,LEPA,MAMEB,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LEMH / SL",H24,Traffic allocation within Palma TMA,,LE,
LE5584,LEPA,TOLSO,,"ONLY AVBL AND COMPULSORY FOR TFC
1. DEP LEBL / LL / RS
2. With RFL below FL195",H24,Traffic allocation between Barcelona and Palma TMA,,LE,
LE5585,LERI,,"VAB,YES,RESTU,ASTRO,ALT","ONLY AVBL FOR TFC
Type M",H24,"No STAR available via VAB / YES / RESTU / ASTRO / ALT, expect ATC instructions",,LE,
LE5587,LERS,EBROX,,"ONLY AVBL FOR TFC
Via GODOX ,  PAPOS",H24,Traffic allocation within Barcelona TMA,,LE,
LE5592,LEST,,SO,"ONLY AVBL FOR TFC
via
DEP LECO / VX",H24,"To allocate correctly arriving traffic
No STAR available, expect ATC instructions",,LE,
LE5593,LETO,,ADUXO,"NOT AVBL FOR TFC
Via NEXAS 
Traffic shall file NEXAS J596/UZ596 TERSA",H24,"To segregate arrival flows
No STAR available via ADUXO for RWY22, expect routing via ADUXO CJN DUKKE",,LE,
LE5594,LETO,,TJZ,"ONLY AVBL FOR TFC
Type M
DEP LEMD",H24,"No STAR available, expect ATC instructions",,LE,
LE5596,LEVX,STG,,"ONLY AVBL FOR TFC
via
DEP LEST / CO",H24,To allocate correctly arriving traffic,,LE,
LE5599,LEZL,,SVL,"ONLY AVBL AND COMPULSORY FOR TFC
1.  DEP LEGR/JR/MG
2.  Via  NAPES R47 SVL",H24,"Traffic allocation within Sevilla TMA
No STAR available, expect ATC instructions",,LE,
LE5600,LEZL,VIBAS,,"COMPULSORY FOR TFC
Via RESTU
This traffic shall file RESTU B46 ,  UN851 ROLAS DCT VIBAS",H24,To allocate correctly arriving traffic,,LE,
LE5601,LEZL,MAMIS,,"ONLY AVBL FOR TFC
Type RNAV 
Via MAMIS
Other traffic shall file VIBAS",H24,To allocate correctly arriving traffic,,LE,
LF5594,"LFPN,LFPO,LFPV",CAD,,"ONLY AVBL FOR TFC
Via ANG DCT CAD",H24,"To comply with French AIP.
See also LF5228.",,LF,
LG5508,LGSA,MANOK,,NOT AVBL FOR TFC,"AIRAC MAR..AIRAC OCT
H24",To segregate arriving and departing traffic to/from LGSA,,LG,
LJ5534,LJPZ,ABLAT,,"ONLY AVBL FOR TFC
via PUL/CRE/RJK",H24,To correctly allocate arrivals to LJPZ via ABLAT STAR established for flights arriving from south. (Alternative are ILB STAR),,LJ,
LJ5535,LJPZ,BARPI,,"ONLY AVBL FOR TFC
via RCH",H24,To correctly allocate arrivals to LJPZ via BARPI STAR established for flights arriving from north. (Alternative are ILB STAR),,LJ,
LO5500,LOWG,,"GBG,GRZ","COMPULSORY FOR TFC
Type (NOT all letters A, B, C, D) equipped",H24,"Compulsory for NON RNAV equipped flights
RNAV equipped flights shall file via published STAR",,LO,
LO5502,LOWL,,LNZ,"COMPULSORY FOR TFC
Type (NOT all letters A, B, C, D) equipped",H24,"Compulsory for NON RNAV equipped flights
RNAV equipped flights shall file via published STAR",,LO,
LP5501,LPPT,BUSEN,,"COMPULSORY FOR TFC
ARR LPPT via DEMOS, RETEN, RIPEL, PETEK, XERES
Traffic shall file DEMOS, RETEN, RIPEL, PETEK, XERES - ORSOS - BUSEN",H24,To minimize the impact on LPPCNORTH and LPPCNOU,,LP,
LS5520,LSHJ,,"OSNOG,LS110","ONLY AVBL FOR TFC
type helicopter",H24,To provide connectivity for arrival to hospital from LFN.,,LS,
LS5519,LSHW,,ZUE,"ONLY AVBL FOR TFC
type helicopter",H24,To provide connectivity for arrival to hospital from ATS RTE network.,,LS,
LS5521,LSHZ,,"OSNOG,LS110","ONLY AVBL FOR TFC
type helicopter",H24,To provide connectivity from LFN to hospital.,,LS,
LS5555,LSMD,,"MD503,MD505,MD516","ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connectivity from LFN to AD,,LS,
LS5566,LSME,,"ME104,ZC700","ONLY AVBL FOR TFC
eng-type Helicopter",H24,To provide connectivity from LFN to MIL AD for helicopters,,LS,
LS5554,LSMP,,"ETEKI,VALAD","ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connectivity from LFN to AD,,LS,
LS5556,LSZA,,LUGAN,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connectivity from LFN to AD,,LS,
LY5514,LYBE,,OBR,"ONLY AVBL FOR TFC
Type local",H24,To offer appropriate flight planning option for training flights because of General ARR/DEP Conditions.,,LY,
LY5508,LYPG,LEBGA,,"ONLY AVBL FOR TFC
via RODON",H24,To preserve segregation of arriving and departing flows for LYPG in SECSI FRA,,LY,
UK5527,UKBB,,KEDUB,"ONLY AVBL FOR TFC
DEP UKKK / UKKM / UKKT",H24,To facilitate shortest connection between UKBB and UKKK / UKKM / UKKT,,UK,
UK5528,UKKK,,KEDUB,"ONLY AVBL FOR TFC
DEP UKBB / UKKM / UKKT",H24,To facilitate shortest connection between UKKK and UKBB / UKKM / UKKT,,UK,
UK5529,UKKM,,LUTIK,"ONLY AVBL FOR TFC
DEP UKKT",H24,To facilitate shortest connection between UKKM and UKKT,,UK,
UK5530,UKKM,,KEDUB,"ONLY AVBL FOR TFC
DEP UKBB / UKKK",H24,To facilitate shortest connection between UKKM and UKBB / UKKK,,UK,
UK5531,UKKT,,LUTIK,"ONLY AVBL FOR TFC
DEP UKKM",H24,To facilitate shortest connection between UKKT and UKKM,,UK,
UK5532,UKKT,,KEDUB,"ONLY AVBL FOR TFC
DEP UKBB / UKKK",H24,To facilitate shortest connection between UKKT and UKBB / UKKK,,UK,
LR5568,LRSV,,"BUKOV,HUMOR",,H24,To provide connectivity to AD with no published STAR,,LR,
LR5566,LRSM,,KARIL,,H24,To provide connectivity to AD with no published STAR,,LR,
LF5712,LFDH,,"AUCHE,AGN",,H24,LOA APP/LFBBACC,,LF,
LE5743,LXGB,,"BARPA,GALTO,LINTO,PIMOS,SOVIS",,H24,"No STAR available via 
a. Via BARPA/GALTO/LINTO/PIMOS, expect ATC instructions.
b. Via SOVIS, expect ATC instructions to avoid LER164 via SOVIS - XAVIR - PIMOS",,LE,
ED5503,EDAZ,,MOSEX,,H24,to force traffic via the correct arrival points/routing,,ED,
ED5507,EDDG,,"HMM,OSN",,H24,to offer shorter connection,,ED,
ED5536,EDDV,,"CEL,NIE",,H24,to force traffic via the correct arrival points/routing,,ED,
ED5537,EDHK,,KIL,,H24,to force traffic via the correct arrival points/routing,,ED,
ED5540,EDSB,,OBORN,,H24,To allow connection for arrival from the west via Strasbourg TMA,,ED,
ED5541,EDVE,,HLZ,,H24, to force arriving traffic on one of the listed options to avoid wrong filing and additional ATCO workload,,ED,
ED5539,EDXW,,OLDIP,,H24,to force traffic via the correct arrival points/routing,,ED,
LE5748,GEML,,"PEKOP,BERUM,ESAMI",,H24,"No STAR available via PEKOP / BERUM / ESAMI, expect ATC instructions",,LE,
LE5752,LEAB,,"ASTRO,MOTIL,SOSAV,YES",,H24,"No STAR available via ASTRO / MOTIL / SOSAV / YES, expect ATC instructions",,LE,
LE5509,LEBZ,,HIJ,,H24,"No STAR available, expect ATC instructions",,LE,
LE5510,LECO,,"RIVEM,NEXEP",,H24,"No STAR available, expect ATC instructions",,LE,
LE5511,LEGR,,MGA,,H24,"No STAR available, expect ATC instructions",,LE,
LE5512,LEHC,,HUE,,H24,"No STAR available, expect ATC instructions",,LE,
LE5517,LEPP,,PPN,,H24,"No STAR available, expect ATC instructions",,LE,
LE5518,LERT,,"ALCOL,SVL,MGA,ONUBA,PIMOS",,H24,"No STAR available via:
a. ALCOL, expect routing via ALCOL-MRN-AOG.
b. SVL, expect routing via SVL-AOG.
c. MGA, expect routing via MGA-TOBOS-AOG.
d. ONUBA, expect routing via ONUBA-ALAOS-AOG.
e. PIMOS, expect routing via PIMOS-TOBOS-AOG.
Restrictions apply to civil aircraft, see LERT AD2 item 20",,LE,
LE5519,LESA,,"AVILA,ZMR",,H24,"No STAR available, expect ATC instructions",,LE,
LE5520,LEST,,"RIVEM,NEXEP",,H24,"No STAR available, expect ATC instructions",,LE,
LE5522,LEVD,,"ZMR,NEA",,H24,No STAR available via ZMR / NEA expect ATC instructions,,LE,
LE5523,LEVX,,"KORAV,MEGAT,RIVEM,NEXEP",,H24,"No STAR available, expect ATC instructions",,LE,
LS5505,LSZG,,WIL,,H24,To facilitate flight planning for arrival to regional AD.,,LS,
UK5550,UKON,,"BITRU,KESAM,KOSAK,MOKAD,RAPUL",,H24,To facilitate flight planning for arrival.,,UK,
ESEN5500,ESKS,INBES / NISGO, ,"COMPULSORY FOR TFC
Via ENORFIR above FL095",H24,To force traffic onto dedicated STAR and comply with ATM system requirements,,"ES, EN",08 NOV 2019
LS5500,LSMA,,"ASGED,BERSU,KELIP,RONIX,WIL",,H24,To facilitate flight planning for arrival of MIL ACFT.,,LS,19 NOV 2019
LS5503,LSMM,,"ASGED,BERSU,KELIP,WIL",,H24,To facilitate flight planning for arrival of MIL ACFT.,,LS,19 NOV 2019
EN5527,ENGM,INREX,,"NOT AVBL FOR TFC
ARR ENGM
Except 
1. Via XELVI and then INREX
2. Via ABUNO and then INREX
3. DEP EFHK, ESKS",H24,To facilitate correct ARR traffic flow,,EN,27 DEC 2019
EG5537,EGLF,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STAR FOR EGLF,,EG,25 JAN 2020
EG5665,EGHL,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020
EG5633,EGTD,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020
EG5705,EGTF,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020
EG5630,EGVO,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020
EG5713,EGHL,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020
EG5714,EGLK,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020
EG5715,EGTD,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020
EG5716,EGTF,"ABSAV1P, NOTGI1P, CPT1P",,"NOT AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV5 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020
EG5717,EGVO,"ELDAX1V, SOKDU1V, KATHY1V, CPT1V",,"ONLY AVBL FOR TFC
acft-eqpt RNAV1 (D1, D2, D3, D4, O1, O2, O3, O4)",H24,RNAV1 STARS for EGHL /EGLK / EGTD / EGTF / EGVO,,EG,25 JAN 2020
EK5514,EKCH,TUDLO,,"NOT AVBL FOR TFC
ARR EKCH
Except 
Via TALSA P729 TUDLO",H24,"Segregation of arriving traffic from departing traffic
Koepenhamn / Malmoe / Halmstad TMA
",,EK,25 JAN 2020
EK5515,EKRK,,KOR,"NOT AVBL FOR TFC
ARR EKRK
Except 
1. Via SONAL - ROBUS - KOR
2. Via NIKDA - ROBUS - KOR                 
3. Via  MAKEL N851 GESKA DCT ROBUS DCT KOR
4. Via MEGAR P605 GESKA DCT ROBUS DCT KOR
5. Via TALSA P729 KOR",H24,"Segregation of arriving traffic from departing traffic
Koepenhamn / Malmoe / Halmstad TMA",,EK,25 JAN 2020
EKES5513,ESGG,LOBBI,,"NOT AVBL FOR TFC
Above FL095
ARR ESGG/GP
Except 
1. Via GOTEX N873 LOBBI
2. DEP GOTHENBURG_AREA",H24,To facilitate correct ARR traffic flow GOEteborg  TMA,,"EK, ES",25 JAN 2020
ES5526,ESSA,NILUG,,"NOT AVBL FOR TFC
Above FL095
1. ARR ESSA
Except
a. DEP STOCKHOLM_AREA
b. Via [ROGMI Z229] / [ARMOD Z228] / [MIKNA N851 PELUP Z226] NILUG
c. Via VIBAR [Z227] / [L87 PELUP Z226] NILUG
2. Via sect: EKDKV, EKDKUV
ARR ESSA",H24,"To facilitate correct ARR traffic flow
Stockholm TMA.",,ES,18 JAN 2020
ES5527,ESSB,TINKA,,"NOT AVBL FOR TFC
Above FL095
1. ARR ESSB
    Except
    a. DEP  STOCKHOLM_AREA
    b. Via [DETSO N873 PELIT Y42 TINKA] /  
        [UMTON Y430 TINKA]
2. Via EKDKA / UA / C / UC sectors
     With ARR ESSB
     Except 
     crossing EKDKV / UV sectors and
     Via [DETSO N873 PELIT Y42 TINKA] /  
          [UMTON Y430 TINKA]",H24,"To facilitate correct ARR traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5529,ESMS,EKRAL,,"NOT AVBL FOR TFC
Above FL095
ARR ESMS
Except
1. Via KOTAM L990 EKRAL
2. Via NEMBA N33 ETPIG P605 EKRAL
3. DEP  MALMO_AREA",H24,"To facilitate correct ARR traffic flow
Koepenhamn / Malmoe / Halmstad TMA",,ES,18 JAN 2020
ES5530,ESGG,KELIN,,"NOT AVBL FOR TFC
Above FL095
ARR ESGG / GP
Except 
1. Via LATKU L996 KELIN
2. DEP GOTHENBURG_AREA",H24,"To facilitate correct ARR traffic flow
Goeteborg TMA",,ES,18 JAN 2020
ES5531,ESGG,NEGIL,,"NOT AVBL FOR TFC
Above FL095
ARR ESGG
Except 
1. Via OGIRO M852 NEGIL
2. DEP GOTHENBURG_AREA",H24,"To facilitate correct ARR traffic flow
Goeteborg TMA",,ES,18 JAN 2020
ES5534,ESSB,,SBA,"COMPULSORY FOR TFC
DEP ESSA",H24,To force traffic onto the correct DEP/ARR route,,ES,18 JAN 2020
ES5535,ESSB,ALOLA,,"NOT AVBL FOR TFC
Above FL095
ARR ESSB
Except
1. DEP STOCKHOLM_AREA
2. Via NEBSI M92  ALOLA
3. Via NEKLA Z540  ALOLA",H24,"To facilitate correct ARR traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5536,ESSA,ELTOK,,"NOT AVBL FOR TFC
ARR ESSA
1. Via EKDKA/UA/C/UC sectors 
     Except crossing EKDKV/UV sectors
2. DEP GOTHENBURG_GROUP, SATENAS_GROUP
    Except Via DETSO N873 ARS T317 ELTOK
3. Crossing EKDKL/V/UV sectors
    Except Via
a. DETSO N873 ARS T317 ELTOK
b.  ENORFIR
4. Via sect: ESMMK, ESMM2, ESMMW   
     Except Via DETSO N873 ARS T317 ELTOK
5. Via sect: ESOS1  
     Except Via DETSO N873 ARS T317 ELTOK",H24,"To facilitate correct ARR traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5537,ESSA / ESSB,HMR,,"NOT AVBL FOR TFC
Above FL095
ARR ESSA / SB
Except 
1. DEP STOCKHOLM_AREA
2.  Via DEGAL L870 HMR
3. Via SIPRI N5 / T31 / T316 HMR
4. Via KELAS L87 HMR
------
NOT AVBL FOR TFC
DEP ESNN
Above FL095
ARR ESSA / SB
Except
Via SIPRI N5 / T31 / T316 HMR",H24,"To facilitate correct ARR traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5538,ESSB,TRS,,"NOT AVBL FOR TFC
Above FL095
1. ARR ESSB
Except
a. DEP STOCKHOLM_AREA
b. Via [ROGMI M996] / [ARMOD M607] / [MIKNA N851] TRS
c. Via VIBAR [Z330] / [L87 PELUP N851] TRS
2. Via sect: EKDKL, EKDKV, EKDKUV  
ARR ESSB",H24,"To facilitate correct ARR traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5541,ESCF / ESKN / ESSL / ESSP,BEDOS,,"COMPULSORY FOR TFC
Above FL095
ARR ESCF / KN / SL / SP
Via EKDKA / UA / C / UC sectors
This traffic shall file
1. BEDOS N851 MIKNA 
ARR ESCF / SL / SP
2. BEDOS N851 PELUP 
ARR ESKN",H24,"To facilitate correct ARR traffic flow
Oestgoeta TMA",,ES,18 JAN 2020
ES5543,ESSA / ESSB,XILAN,,"NOT AVBL FOR TFC
Above FL095
ARR ESSA / SB
Except
1. DEP STOCKHOLM_AREA
2. Via [RUNGA N872] / [LUPET L77] XILAN 
3. Via [NEBSI L870] / [TOMBU N616] XILAN 
ARR ESSA",H24,"To facilitate correct ARR traffic flow.
Stockholm TMA",,ES,18 JAN 2020
ES5544,FARRIS_GROUP /  OSLO_GROUP,VATEX,,"NOT AVBL FOR TFC
Above FL095
ARR FARRIS_GROUP, OSLO_GROUP
Except 
1. Via NIBNO Z166 VATEX
2. Via OKSAT P609 VATEX
3. DEP SATENAS_GROUP, KARLSTAD_GROUP",H24,"To facilitate correct ARR traffic flow
Oslo / Farris",,ES,18 JAN 2020
EI5517,EICK,SOVIX,,"COMPULSORY FOR TFC
Via  TULTA, LASNO, GELPO, TAMEL, OMOKO
Except when EID13 is active",H24,"To force traffic onto the correct
orientation",,EI,25 JAN 2020
EI5512,EINN,KURUM,,"COMPULSORY FOR TFC
Via LEDGO,  LULOX,  LASNO, GELPO, TAMEL, OMOKO",H24,To force traffic onto the correct Initial Fix,,EI,25 JAN 2020
ESEK5508,COPENHAGEN_GROUP,TIDVU,,"NOT AVBL FOR TFC
Above FL095
ARR COPENHAGEN_GROUP
Except
1. DEP COPENHAGEN_GROUP, MALMO_GROUP, MALMO_AREA
2. Via KOTAM L990 EKRAL P605 TIDVU
3. Via ELVIX  L975 TIDVU
4. Via ROE M743 TIDVU
5. Via BAKLI Z400 TIDVU",H24,"To facilitate correct ARR traffic flow
Kopenhamn / Malmo / Halmstad TMA",,"ES, EK",18 JAN 2020
ESEK5509,COPENHAGEN_GROUP,ERNOV,,"NOT AVBL FOR TFC
Above FL095
ARR COPENHAGEN_GROUP, ESMS
Except
1. DEP COPENHAGEN_GROUP, MALMO_GROUP, MALMO_AREA
2. Via TOPLA L996 ERNOV
3. Via TOKSI N872 ERNOV
With ARR COPENHAGEN_GROUP
4. Via JON T402 ERNOV
With ARR COPENHAGEN_GROUP
5. Via KULUD L621 ERNOV
With ARR ESMS",H24,"To facilitate correct ARR traffic flow
Kopenhamn / Malmo / Halmstad TMA",,"ES, EK",18 JAN 2020
ESEK5510,ESGG,RISMA,,"NOT AVBL FOR TFC
Above FL095
ARR ESGG / GP
Via sect: EKDKC, EKDKUC, EKDKE, EKDKL, EKDKV,  EKDKUV 
Except via ROKAM L997",H24,"To facilitate correct ARR traffic flow
Goteborg TMA",,"ES, EK",18 JAN 2020
EKES5517,ESMS,DETUS,,"NOT AVBL FOR TFC
Above FL095
ARR ESMS
Except
1. Via TUDLO L983 DETUS
2. Via MAKEL N851 GESKA P605 KOSMO L983 DETUS
3. Via MEGAR P605 KOSMO L983 DETUS with   DEP EDDH
4. DEP  MALMO_AREA",H24,"To facilitate correct ARR traffic flow
Kopenhamn / Malmo / Halmstad TMA",,"EK, ES",25 JAN 2020
EN5569,ENTC,,APSIM / UMSEG,"ONLY AVBL FOR TFC
DEP ENSR",H24,To facilitate connection from ENSR,,EN,27 JAN 2020
LR5570,LROP/LRBS,SORDU,,"NOT AVBL FOR TFC
ARR LROP/LRBS
Via LBSRCTAS
Except via SOMOV DCT SORDU",05:00..23:00 (04:00..22:00),To maintain segregated arrival and departure traffic flows and reduced complexity during FRA operation,,LR,18 FEB 2020
EF5517,EFHK,VEPIN,,"NOT AVBL FOR TFC
ARR EFHK
Above FL095
Except
1. Via ROKVI Y358 VEPIN
2. DEP EFUT via VEPIN
3. Via ARLOM Y359 VEPIN",H24,To facilitate correct ARR traffic flow,,EF,20 MAR 2020
EF5514,EFHK,DIVAM,,"NOT AVBL FOR TFC
Above FL095
ARR EFHK
Except
Via EVADI Y370 DIVAM",H24,To facilitate correct ARR traffic flow,,EF,20 MAR 2020
EF5516,EFHK,LUSEP,,"NOT AVBL FOR TFC
ARR EFHK
Above FL095
Except
1. Via IBOSU Y86 LUSEP
2. Via NAPRU T83 LUSEP",H24,To facilitate correct ARR traffic flow,,EF,20 MAR 2020
LF5849,LFRS,,NITEM,,H24,To force traffic on dedicated STAR ,,LF,20 MAR 2020
LI5551,LIDT,,TNT,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To facilitate flight planning for pins,,LI,24 MAR 2020
ES5540,FARRIS_GROUP /  OSLO_GROUP,REPKU,,"NOT AVBL FOR TFC
Not available for traffic 
Above FL095
ARR FARRIS_GROUP, OSLO_GROUP
Except
1. Via SABAK [L617 REPKU] / [L997 XENTA Y43 REPKU ] 
2. DEP SATENAS_GROUP, KARLSTAD_GROUP",H24,"To facilitate correct ARR traffic flow
Oslo / Farris",,ES,15 MAY 2020
EF5515,EFHK,LAKUT,,"NOT AVBL FOR TFC
ARR EFHK
Above FL095
Except
1. Via RIRIP Y364 LAKUT
2. Via IBVUT Y363 LAKUT
3. Via UXADA Y349 AMROT Y362 LAKUT
4. Via ENETI Y362 LAKUT
5. Via OTKIL Y368 LAKUT
6. DEP EFTU Via IPMOT Y368 LAKUT",H24,To facilitate correct ARR traffic flow,,EF,08 APR 2020
LS5514,LSMD,,VIBAX,"ONLY AVBL FOR TFC
1. Type M
with DEP LSME
2. eng-type helicopter",H24,"1. To facilitate flight planning for arrival of MIL ACFT between LSME to LSMD.
2. To provide connectivity from LFN to AD.",,LS,24 APR 2020
LE5758,LEIB,NELUX,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LEPA/SJ",H24,Traffic allocation between Barcelona and Palma TMA,,LE,15 MAY 2020
LE5573,LEMG,,MAR,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LEZL/JR",H24,"No STAR available, expect ATC instructions",,LE,15 MAY 2020
LE5598,LEXJ,,CALCE,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LEBB",H24,"No STAR for RWY 11, expect ATC instructions.",,LE,15 MAY 2020
LE5688,LXGB,,GOSOS,"ONLY AVBL FOR TFC
Type M",H24,"No STAR available, expect ATC instructions via PIMOS. Subject to LED's activity along T/UT-100  while Sevilla ACC airspace.",,LE,15 MAY 2020
LE5597,LEXJ,BLV,,"NOT AVBL FOR TFC
DEP LEBB",H24,STAR requirement,,LE,15 MAY 2020
GC5534,GCHI,,HIE,"ONLY AVBL FOR TFC
DEP GCLB/ LP / TS / XO / FV / LA / GM
------
COMPULSORY FOR TFC
DEP GCLP / TS / XO / FV / LA / GM",H24,"Traffic allocation within Canarias TMA
No STAR available, expect ATC instructions",,GC,06 MAY 2020
GC5528,GCFV,,TENDA,"ONLY AVBL FOR TFC
DEP GCRR/LB
------
COMPULSORY FOR TFC
DEP GCRR",H24,"Traffic allocation within Canarias TMA
No STAR available, expect ATC instructions",,GC,06 MAY 2020
GC5522,GCRR,,MAPED,"ONLY AVBL FOR TFC
DEP GCFV / LB
------
COMPULSORY FOR TFC
DEP GCFV",H24,"Traffic allocation within Canarias TMA. 
No STAR available, expect ATC instructions",,GC,06 MAY 2020
LS5502,LSME,,"ASGED,,RONIX,WIL",,H24,To facilitate flight planning for arrival to regional AD,,LS,03 MAY 2020
LE5515,LEMI,,DINCO,"COMPULSORY FOR TFC
VIA AMR",H24,"No STAR available for RWY 23, expect ATC instructions via PALOS and PALOS1Q STAR",,LE,21 MAY 2020
LE5516,LEMI,,ALT,"COMPULSORY FOR TFC
VIA ALT",H24," No STAR available for RWY05, expect tactical ATC instructions via PALOS and PALOS1T STA",,LE,21 MAY 2020
LF5605,LFML,,LACAZ,"ONLY AVBL FOR TFC
DEP LFMA/MV",H24,Connection to nearby AD ,,LF,10 JUL 2020
EP5523,EPSC,,"FARCU, SCZ, VAVUN","ONLY AVBL FOR TFC
with RFL below FL95",H24,To allow connections for GA for EPSC arrivals.,Traffic with RFL above FL95 should be planned via first point of STAR procedures.,EP,07 AUG 2020
LL5518,LLHS    ,,KONFO,"ONLY AVBL AND COMPULSORY FOR TFC
via LC BELOW FL325",H24,TO FORCE ARR TRAFIC FROM LCCC FIR VIA DCT ,,LL,17 JUL 2020
LS5567,LSHH,,"UMTOP, LS601, HH704","ONLY AVBL FOR TFC
eng-type helicopter",H24,"To provide connectivity from LFN from hospital.
HH704 is not connected to any RTE network.",,LS,06 AUG 2020
LK5529,PRAGUE_GROUP,,OKL,"ONLY AVBL FOR TFC
DEP PRAGUE_GROUP, TMAPRVFR_GROUP",H24,Direct planning for close airports,,LK,22 JAN 2021
LK5527,PRAGUE_GROUP,,BEKVI,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LKPD/CV",H24,Direct planning for close airports,,LK,22 JAN 2021
LF5875,EGJA,,LERAK,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,LOTEE,KORUL,RIVAK,TIVLU,LAPEX,UMOXA,REGHI And then [ARE G27 LERAK]",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021
LF5876,EGJA,,TUNIT,"NOT AVBL FOR TFC
via LFFRANW
Except via ALUTA,LARLA,LIZAD",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021
LF5877,EGJB,,LERAK,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,LOTEE,KORUL,RIVAK,TIVLU,LAPEX,UMOXA,REGHI And then [ARE G27 LERAK]",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021
LF5878,EGJB        ,,TUNIT,"NOT AVBL FOR TFC
via LFFRANW
Except via ALUTA,LARLA,LIZAD",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021
LF5879,EGJJ,LERAK,,"NOT AVBL FOR TFC
via LFFRANW
Except via DELOG,LOTEE,KORUL,RIVAK,TIVLU,LAPEX,UMOXA,REGHI And then [ARE  G27 LERAK]",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021
LF5880,EGJJ,TUNIT,,"NOT AVBL FOR TFC
via LFFRANW
Except via ALUTA,LARLA,LIZAD",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021
LF5885,LFRB,,MATER,"NOT AVBL FOR TFC
via LFFRANW
Except via UMOXA,REGHI",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021
LF5886,LFRB,,NOKVI,"NOT AVBL FOR TFC
via LFFRANW
Except via REGHI,ALUTA,LARLA,DOLUR,SALCO,SKESO,ADRUD",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021
LF5887,LFRB,QPR,,"NOT AVBL FOR TFC
via LFFRANW
Except via LOTEE,KORUL,RIVAK,TIVLU,LAPEX,UMOXA",H24,To organize arriving traffic from LFFRANW,,LF,29 OCT 2021
